id,relative_path,file_bytes,file_sha256,pcm_sha256,parse_status,channels,sample_rate_hz,sample_width_bits,compression_type,compression_name,frames,duration_seconds,sample_count,peak_abs_normalized,rms_normalized,silent_sample_fraction_lt_1e_4,clipped_sample_fraction_ge_0_999,silent_sample_count,clipped_sample_count,metadata_present,transcript_chars,normalized_transcript_chars,normalized_text_group_sha256,id_pattern_valid,issues
LJ001-0011,wavs/LJ001-0011.wav,199014,3f919a050cf54a2aefdbd11c198a680fbbe0c45e46477ad0d6549c883cbc21c2,b5e384cc3bdac2dfd9e440e4edce5fe44a4aa1395772062f2607b234bf6d5b16,OK,1,22050,16,NONE,not compressed,99485,4.511791383219955,99485,0.78704833984375,0.09553682082576949,0.014172990903151229,0.0,1410,0,True,74,74,73ab5035155a3aa1d02e095c61a25af2b259b15524e83f5d169ac82c0aea45ed,True,
LJ001-0012,wavs/LJ001-0012.wav,363366,5312c6a6fd03dc7f176a6d639573e1885090b8e7c9831e44c95e89d73583ebb7,3371eedb3700d9fef6e53ba4f5aa4d799777dd5a3974f3e3799231c134729f6b,OK,1,22050,16,NONE,not compressed,181661,8.23859410430839,181661,0.938385009765625,0.09327633975239227,0.02070339808764677,0.0,3761,0,True,108,108,c1065408b33bc62a2fed0d465b05c30c5d04510241234ba053d8e6651a1e5bd4,True,
LJ001-0013,wavs/LJ001-0013.wav,114022,5e54634a3612eea474a0a48bc9788e769d52803ca386504c2c17a647bafb3584,6b794e5c023e1161589069f35d3c8999e8baa5da299b3bb8e856f446b4862f9e,OK,1,22050,16,NONE,not compressed,56989,2.58453514739229,56989,0.890899658203125,0.10158567684048697,0.006422292021267262,0.0,366,0,True,43,43,904d4449bc2740d5005dc48b64dad613031009c0b8c29a5909247bc891406185,True,
LJ001-0014,wavs/LJ001-0014.wav,438630,daf5ce9ee3b8b7a38ad7c6ad3ca1d89f88dd216be5f366129f44648f60dd8a9d,c1ad607e19022c8fae97fec44ffb2f4eb2cafb247b4749ec05a4f9b0a177345f,OK,1,22050,16,NONE,not compressed,219293,9.945260770975057,219293,0.7822265625,0.08938748368242168,0.017857387148700596,0.0,3916,0,True,168,168,356b7924a731b931c9e8be36be174592337d62c25898257216ffd8bd4e35608d,True,
LJ001-0015,wavs/LJ001-0015.wav,407398,79551c0062f6f732294570601c7ec5b615f483200b129f455e9fa529e1d9d375,291796f42ec366ea7dc5aacff29b1f18841663aad593c6facdf23780fef28e40,OK,1,22050,16,NONE,not compressed,203677,9.23705215419501,203677,0.75042724609375,0.09272000937719656,0.02166174874924513,0.0,4412,0,True,166,166,cc805c62580c6ce0165964c7a012215675d4e1731ac5bb88532c5c0dfbdf7c5e,True,
LJ001-0016,wavs/LJ001-0016.wav,232294,eff2c60014a1d9ed5338305367f7ff66bec130d70bf98bf31aafb92159604098,352f1ce375dffd0edbe48ff8e7312afe21a472828f687c8742a01347210da762,OK,1,22050,16,NONE,not compressed,116125,5.266439909297052,116125,0.73663330078125,0.10047847459993521,0.018841765339074272,0.0,2188,0,True,79,79,13b2ca3534664404dea2324969b4014153763ec63fd193204b1d0d3211171662,True,
LJ001-0017,wavs/LJ001-0017.wav,309606,d7d2e110a27c13b40990457002c328423834373f72b2feb700a4ca243df08410,4209b015b07e0810bea9d89e94d5eee1319977f264c3da73c4babad242372c0c,OK,1,22050,16,NONE,not compressed,154781,7.019546485260771,154781,0.967559814453125,0.10923046781812419,0.013477106363184112,0.0,2086,0,True,137,137,2fcf92f8d6d1e4cce570619a9601ec2af1d344dd044a999886e1c56620b6382b,True,
LJ001-0018,wavs/LJ001-0018.wav,330086,06631c14933c24f81cffbfed16ce2ccb3a372abe1d970fe3ce49d4d655e9092b,bb5a0745f6ff5c29a9a22a3139d330651c7e567f4acd39cefa9f3fd5425bb517,OK,1,22050,16,NONE,not compressed,165021,7.4839455782312925,165021,0.75494384765625,0.0947436783485994,0.02077311372491986,0.0,3428,0,True,124,124,580e181f9d032d1ed6018f98c8dbbab54d1ad6b0d68675998de6041d355d50d4,True,
LJ001-0019,wavs/LJ001-0019.wav,282982,0fef11ee317d5e5b6b5af61ec8caf0546dbeaf08f0eb79e62da42b24100ce7f7,ec8a91429cefc16d75e2bdf1384d79e73737db0dddf49920902a44e003e37430,OK,1,22050,16,NONE,not compressed,141469,6.415827664399093,141469,0.6234130859375,0.08779096722073325,0.009839611504994027,0.0,1392,0,True,112,112,3e27c98232debe5550ad8483cf562ad35da2a0a2a6ee4dc9c3e3a33f08857843,True,
LJ001-0020,wavs/LJ001-0020.wav,206182,b6e3321c36b264e88341488bcab017a49506c875b025d8b772937ae29296cde7,7a9e752e9cd59bb3aaecd222abcf1c616d231eb33a033d7a0cf14e376b4b2552,OK,1,22050,16,NONE,not compressed,103069,4.674331065759637,103069,0.805389404296875,0.09358992521601317,0.013534622437396308,0.0,1395,0,True,65,65,f978b23502c52145514877b90bbe085f8ad7640e27cfcbe4d58b4f167a426cf3,True,
LJ001-0021,wavs/LJ001-0021.wav,379750,2db1b5aa687650a22174400d286899c7ac2f12df782c8c0d9ac536e19b0ccec9,b664961fbf4d24a27074bdd9c64d0a110aa67bb4cff5ee457aeda6902c50439b,OK,1,22050,16,NONE,not compressed,189853,8.610113378684808,189853,0.892730712890625,0.0973368715113154,0.021832681074304857,0.0,4145,0,True,126,126,8afbcdc48b438fe63cc5769826577106a465bef9c735ce9717fdaa9b48878050,True,
LJ001-0022,wavs/LJ001-0022.wav,311142,762940ab05512624f7b428df08541d60813304792c0ea49f5264ca6ce79a5eb0,396662f74f65cc08d9cf175545c6c9ab18f35c1cf7a9f0a3b030262452cc7d33,OK,1,22050,16,NONE,not compressed,155549,7.05437641723356,155549,0.720672607421875,0.09657671264990855,0.04078457592141383,0.0,6344,0,True,112,112,fbf27d658e74fa21229cc6328478c18f6e11eb0e73d2d5d8e45486fa5715a608,True,
LJ001-0023,wavs/LJ001-0023.wav,372582,afc7f9a8c237d85be225436ec3c89213f9f8cc4068bde983f8adcf5d1c572c5b,77e70596a1c2cf28a9dd0ab8c59d44c35cec82175eaa937d3709b8834a8b63f7,OK,1,22050,16,NONE,not compressed,186269,8.447573696145124,186269,0.73779296875,0.08584250723294902,0.01263226838604384,0.0,2353,0,True,132,132,fd340cdf992b2e81f253c35547fa0017aee3046a9be0827b70a16b00bd90cfa3,True,
LJ001-0024,wavs/LJ001-0024.wav,346470,50705c8bbb46981f05a2307e5896bcea4e1ea4e24ad09676737b362c72458fad,eeb37fcd2d3cff3068647f35ec0846eef209e7d45adb37ff3ef1f265ca20b528,OK,1,22050,16,NONE,not compressed,173213,7.855464852607709,173213,0.634063720703125,0.07763969293793564,0.01883230473463308,0.0,3262,0,True,105,119,f60f31c37698f4980574a68558858cd04dd9a4cdca72ecd9c99b3100d1d20fbf,True,
LJ001-0025,wavs/LJ001-0025.wav,391014,5d09a5ac11395ff138d43c173278811076be5477adfc099a6761bcfe86a47940,d72cedb61f9c8c640c6bc675a816c579e359a24f339eaf2c58d5f4649c92d6b4,OK,1,22050,16,NONE,not compressed,195485,8.865532879818595,195485,0.825164794921875,0.08668175632055605,0.040560656827889605,0.0,7929,0,True,110,110,fcebe928d569f6fb370556c178c29ed3f0a056b2b2b965ec419b9cab10ddb42b,True,
LJ001-0026,wavs/LJ001-0026.wav,268646,86d8757eaa944031d6ea35bd8b59592e700e3150f59312da9bb7a15f592fc284,db6379a38e7cbfaf9a64bf8f8ea7bba37b94f86d004bc777c5c9b4714c4fe47f,OK,1,22050,16,NONE,not compressed,134301,6.090748299319728,134301,0.9671630859375,0.0968101346059912,0.031228360176022516,0.0,4194,0,True,86,86,e90e65b11f9e57be439979563560779d2382301afaf922630ef946b5beecf601,True,
LJ001-0027,wavs/LJ001-0027.wav,425318,3241c7da4c8ae86e80aa2e2360ce04ca2faf8de249f031c67ef0870d42aea7b5,753f286da610c014f6aa1848ba5a5e486cf9187e43ec7c61e51c88107be125e3,OK,1,22050,16,NONE,not compressed,212637,9.643401360544217,212637,0.8968505859375,0.08876709764245816,0.019436880693388264,0.0,4133,0,True,139,139,7813f727bb03805d75648ef71279094a29c86241309f276a14102797355540d7,True,
LJ001-0028,wavs/LJ001-0028.wav,261478,58831256095edbcc72346a2db9be39efd39662f442f8115f19da4d55876cfa0e,0c13581ac422f9a7219e127dcc16e819ba30096e623729f05591e6597f3f67d1,OK,1,22050,16,NONE,not compressed,130717,5.928208616780045,130717,0.59368896484375,0.08930899720804637,0.039214486256569536,0.0,5126,0,True,69,69,f53aa745308e1ccca5b48562bd878a767fdeeb41d24a06dc53dfaf6aba540d33,True,
LJ001-0029,wavs/LJ001-0029.wav,234854,f443da7b612dbb367de17820a3ba6c741d932bb24afc39698ff215d0cd799e24,2fa41cdd12845525d0b707c709298bb8b539fef87ac72ff98b62cda6254fe92d,OK,1,22050,16,NONE,not compressed,117405,5.3244897959183675,117405,0.9425048828125,0.10245742416910365,0.01913036071717559,0.0,2246,0,True,75,75,9d63e9a3ad752ab5cdefb102111bcd1c1fbf8387b2314203ccf4d6c2a603aeef,True,
LJ001-0030,wavs/LJ001-0030.wav,304998,62f11c8b1a6e728f4505bf32b03cf1d2afdad56cfd9893b6c6410409ec76b285,bdbde17445d8e5dcf5e7b6d8d5f2b8eceb7f8484e11d90c0e2a8b90e615bb3fb,OK,1,22050,16,NONE,not compressed,152477,6.9150566893424035,152477,0.544189453125,0.07723931003978868,0.028555126346924455,0.0,4354,0,True,95,95,0260f212f00f46f9909e06a52c22c97c6d69cbe338bbba541d25ed1cf8e129e5,True,
LJ001-0031,wavs/LJ001-0031.wav,346470,2f5504050e363e9eba3bf525b7a12f53550061b80b2817f92802155aa5ff5707,4894fde8c7466ddc164bffda2e71a24da5c6757f976e282ab4b5321a780269ee,OK,1,22050,16,NONE,not compressed,173213,7.855464852607709,173213,0.61126708984375,0.07182476727307598,0.02375110413190696,0.0,4114,0,True,84,99,1c9c1344cb8613580ecc96938ebed018c88d3d33a75375e93f9e2739056ad21a,True,
LJ001-0032,wavs/LJ001-0032.wav,312166,3976b39cad68b49b3abe6eb080fe898e663aa7e8f32e4f62d37d47a35b2a0260,f4615693e57e0ed2f09b1c8e1d961498100cdee9bd666d9674f9c3ec57254f05,OK,1,22050,16,NONE,not compressed,156061,7.077596371882086,156061,0.835845947265625,0.07533309105151068,0.02641915661183768,0.0,4123,0,True,105,105,871e9de25c394fdb3d54031c3c8d3c54ab07f9c09c2e0abd7399bd231d6a5730,True,
LJ001-0033,wavs/LJ001-0033.wav,303462,d27032e4272a8282abb805f2990b2929eb511e25cfcd1089080731504fa20252,eb72ba545688d7aab05e0e94af0bdfbc1a1cb42f34ad3ac5b95004d9900e0d53,OK,1,22050,16,NONE,not compressed,151709,6.8802267573696145,151709,0.639068603515625,0.07730309668078109,0.0124448780230573,0.0,1888,0,True,98,98,28db1b1204f6668af84f97960634a69290dc569b90c1353a8584768164915b19,True,
LJ001-0034,wavs/LJ001-0034.wav,400742,2d0109111b005dd6fe760abbd30e922b0bd0b0569a10c65d39e5f2ee43fde097,1d0e4400d207c32b76f3f1f3aa9f30c4aa627369bde48559f0f3f3eea18fc7f3,OK,1,22050,16,NONE,not compressed,200349,9.086122448979593,200349,0.678741455078125,0.07837796007820345,0.03220380436138937,0.0,6452,0,True,122,138,0dff14b35969e786d80b500a221f49be26cc4704518e757ef88f20feb1cd9fc0,True,
LJ001-0035,wavs/LJ001-0035.wav,223078,d8f8597ed34d56eac090f4acb280a3689a30ad9ee1ff8b0afc7850b600b0a154,955511d3d415e955a74e8352d36d146a0b9c8e9ce5173619f21a3bfa00e559f6,OK,1,22050,16,NONE,not compressed,111517,5.057460317460317,111517,0.688690185546875,0.0838061496560997,0.021395840992853108,0.0,2386,0,True,78,78,0158045a4159f1e88ea5ed0c149978a3157bfd9f5558f8179849dbcc664f8c31,True,
LJ001-0036,wavs/LJ001-0036.wav,323430,8cf5f4794a75c4e42c483a99fb55567ac2a24c46f4e21d9db630966123983bdb,d58b0be6ccd940f735e53592d3c39f2a5ccbe3c3749ec248bf14b4791e35f5fd,OK,1,22050,16,NONE,not compressed,161693,7.333015873015873,161693,0.70050048828125,0.08136179520401476,0.02627819386120611,0.0,4249,0,True,97,97,ac47739834af054d51e0a19c215876f13d9280c12767dcc216931678eab70158,True,
LJ001-0037,wavs/LJ001-0037.wav,187750,55ae30148802e05d8e3a3c73210f8ca67257ca1568248df1bdba361ed3a08190,f1e276790185767cbf778d11208f27e78aaa44a20cc029b81f269a265bacb2f9,OK,1,22050,16,NONE,not compressed,93853,4.256371882086168,93853,0.87530517578125,0.08307157198817904,0.026626746081638307,0.0,2499,0,True,59,59,15eaa52544c56064e90228833f96ccb2df6182964c8de5b42916babc82a38c9d,True,
LJ001-0038,wavs/LJ001-0038.wav,428902,abbbebd6567c3ca7e996bc5bd8c1fd6f625fc727ca88154805289f3758fadb3b,29464463c934b98d96613441069becd73f2a6f9d8d9a23f59c1f76fe2ca7d88f,OK,1,22050,16,NONE,not compressed,214429,9.72467120181406,214429,0.740875244140625,0.09017264805666891,0.01719450260925528,0.0,3687,0,True,127,139,6461b51ff31853632673eded2fecb40fe40d2edf4e9ec99f17c3811f770e50c8,True,
LJ001-0039,wavs/LJ001-0039.wav,165734,b3924cf80ea308da683917c597b65c6f6d4c87a1562efedf8d81be5ca81b560d,dbd1b1461f5c607a9cc2ebb0f2e6f53d106fe0c6a0111551eac2dfef16302ea9,OK,1,22050,16,NONE,not compressed,82845,3.757142857142857,82845,0.66424560546875,0.09426131592517446,0.017756050455670226,0.0,1471,0,True,61,61,8f0f523caaaf50ec2d7792a8a9100712db643a78544491e399b9dd35273ec2cd,True,
LJ001-0040,wavs/LJ001-0040.wav,334694,977ae06f3b69b0a0a8c8788d939e8c5b17c186b70c9335b892208753f66aefc8,16e3dcaa71fd8a31777830687455cf64ff7c5bc9329360050c00ca586ceda768,OK,1,22050,16,NONE,not compressed,167325,7.58843537414966,167325,0.58880615234375,0.08158293651627192,0.02589571193784551,0.0,4333,0,True,104,104,e7e9c720e5324f32e725c5e0430aa8e99f5b6acbd593e30f8723e35462cbb6dd,True,
LJ001-0041,wavs/LJ001-0041.wav,218470,54f0c558240bf16960a569e5a4b5b14292bfefe57d9de3dececeb0903d43d120,ea4fc7e20923cb39d305e442f4803ce2c9f3a080b7001a148855584e129f6fba,OK,1,22050,16,NONE,not compressed,109213,4.95297052154195,109213,0.692138671875,0.09118902835976904,0.015117247946673015,0.0,1651,0,True,73,73,81d2c626aa328001396b8fd80804ad34e10f9df240b48163129752c6749a86f1,True,
LJ001-0042,wavs/LJ001-0042.wav,294246,b50655382b56cf136446d3b21434d9e91ff67c36a87082217340188666caab47,8e0a46d971dd3c653c93ee3ca8a3508cc4377b1cf3baa9729eb9c0f65e8fa301,OK,1,22050,16,NONE,not compressed,147101,6.67124716553288,147101,0.81982421875,0.08072532827666097,0.019483212214736815,0.0,2866,0,True,113,113,7e764c249ebc6b3a26432b0cbc41bd754b55a53a1a8c551e445fe10b31cbf23a,True,
LJ001-0043,wavs/LJ001-0043.wav,171878,e954928069e0a2e648f7dcec4dd386c67ca53b2361f621906bc4e807444199f5,5b6ef6aef90a947d7031538e24838e9b01ab6d495c233e9f07cc04da8ed2c999,OK,1,22050,16,NONE,not compressed,85917,3.8964625850340138,85917,0.865966796875,0.0992603999628924,0.023976628606678537,0.0,2060,0,True,63,63,63b8c820857e2d0c15b1ddf5ab3bdacf1fec2cd00a33e709ef34a54f0a4469e5,True,
LJ001-0044,wavs/LJ001-0044.wav,308070,7f00fb193d9bbe6e31f90f8ebd7c54b046fc86bfd27de8271b64ed0deeeb2ba5,1256cb07d83f975d8819151e5f1b6b3b6bf523e54ae90066b7415da9acecff41,OK,1,22050,16,NONE,not compressed,154013,6.984716553287982,154013,0.905517578125,0.08531757454684964,0.029192340906287133,0.0,4496,0,True,98,98,1625075b6289960d5e78fa1f3dc74c4a8aa0e11c102bf708a3e7b4a7e860e0b2,True,
LJ001-0045,wavs/LJ001-0045.wav,133478,435122ffbc0216a2949a5de3c749bb987cc89c516afbf8e5f1b387d0a3a502f4,53e2d64ccfabb17da74657588d926cd560c35dafdb45df9b8883189145deb256,OK,1,22050,16,NONE,not compressed,66717,3.025714285714286,66717,0.531707763671875,0.07005970233504787,0.025765547012005934,0.0,1719,0,True,11,38,b94e919e8903ca99e6bb61cc7375387a5e7edfede07d87dfad16c8b922654d41,True,
LJ001-0046,wavs/LJ001-0046.wav,238438,e9d219a8f48feefb5657679480f03341afe24b8cb39fb67bd2d6833e45097c0f,eaebb3c236e9c71c0756c60a489caf909ed3aa73e0bb15971f846fd2f4705f05,OK,1,22050,16,NONE,not compressed,119197,5.405759637188209,119197,0.762176513671875,0.0886194444978973,0.014194988128895861,0.0,1692,0,True,86,86,0003db7f76d6b49a35a80b3104e4636b480bdab519d70f9c2f118aeda09f762c,True,
LJ001-0047,wavs/LJ001-0047.wav,261478,6b6d5075c93c86d8709b3eb69378c3e36dc49466cc0d1f622b5bc4ed8e60b3f5,a26502dc2a1fe31e07b769ebab8de8330ef8499560774440e9062c8473ccc3d7,OK,1,22050,16,NONE,not compressed,130717,5.928208616780045,130717,0.8177490234375,0.09103614183087784,0.0156597841137725,0.0,2047,0,True,92,92,4301d3af0a0f9e9c979ea89ee5ecbf166bccdfffc80501a5d08765e8ab59d291,True,
LJ001-0048,wavs/LJ001-0048.wav,278886,42452973f9f6b82c3a25013c73e0e38a6149a6361f6a5bf72cd68581d002cb7c,26c33ec2846d3401207fc4266b5e87da7510979d677358c0f303694841d91a5b,OK,1,22050,16,NONE,not compressed,139421,6.322947845804989,139421,0.628814697265625,0.07977809736362078,0.0191434575852992,0.0,2669,0,True,93,93,7d52be0d31f9979d777531c04699af0fa448c304a7febf1577b2cefdb2326fdc,True,
LJ001-0049,wavs/LJ001-0049.wav,340326,27455e3cf81f83e5f6cb268dc3383499e8123968e6deb72fb04e3b758aa2b932,932619af6d752278cd0fe966b0f1150af0000abda952105e047741de656a14b0,OK,1,22050,16,NONE,not compressed,170141,7.716145124716554,170141,0.876220703125,0.07527740883546279,0.03260237097466219,0.0,5547,0,True,107,118,01ed826c0fc335136911343122e15cbbd831bbb9066eca839a9fa9edfb45ab16,True,
LJ001-0050,wavs/LJ001-0050.wav,320870,3e1f491704b106fcf1f6961e0049fb8aa4647e2f10544ffc94a500cda15940b9,9029e420716ff965b4e4015959b294066cb6099ffe208b61d8243c766fc00d8b,OK,1,22050,16,NONE,not compressed,160413,7.274965986394558,160413,0.814544677734375,0.09440374853925854,0.02090852985730583,0.0,3354,0,True,100,100,fac546ca5d0dd2bcaae469ba9848610e2a00c9be9ba3d3953fddcf04bfb0c83f,True,
LJ001-0051,wavs/LJ001-0051.wav,214374,38038bcb30bc7d2ee2698bbee6bde7c07bbf8053507bfa6d51d5247208560f3c,92099cba8359324791e8621785d84394ea6db2b7fb813a34cb36defae64d3cc9,OK,1,22050,16,NONE,not compressed,107165,4.860090702947846,107165,0.829864501953125,0.08386846924131525,0.020771707180516026,0.0,2226,0,True,77,77,c69fb0df59ca5332ac93a2bacad1a1a4837a3f11e84c89dd6287f4273792ae74,True,
LJ001-0052,wavs/LJ001-0052.wav,236902,4dea63a69dae672fc341fd645f375a1b4e4261414afb03c6eb0dab59c6358986,945c97349c01f16e94ae6cd98c52c5192174baf760c11695b0cc42b6fdadf7d6,OK,1,22050,16,NONE,not compressed,118429,5.37092970521542,118429,0.85009765625,0.09843246223222826,0.016499337155595335,0.0,1954,0,True,79,79,20781d07f90b8bef7ac5299eeff7c110065351478f702cedfebe53aa1c6e2fe8,True,
LJ001-0053,wavs/LJ001-0053.wav,202086,8e6dadd8d11bbb55ec9848f41399126dae8b0c23f0eb02ba7a1b1287bc05baef,8ba0dd124fdc0e846d7a8ea22410f608b3a1ecbe6219ab677e4d2e89577de255,OK,1,22050,16,NONE,not compressed,101021,4.581451247165533,101021,0.70916748046875,0.09061081085775675,0.021510379030102653,0.0,2173,0,True,72,72,8b25f5ed2e49f9552febed66e6f3602813909ef68c09279a010f87f119cc0e58,True,
LJ001-0054,wavs/LJ001-0054.wav,191334,4005a060cc5572ee7a07267d3872afd69ef62185e9cabb6dafb069070914fc4a,d1cdb4d46dc69894508b7bfeb5619930b608f5110c8e9afe59f20c4ca88baec5,OK,1,22050,16,NONE,not compressed,95645,4.337641723356009,95645,0.960723876953125,0.09236707561644945,0.013853311725652151,0.0,1325,0,True,65,65,1dd3576e258e77eff2c721cb83682c4faf49317308490647d159cc700b6bb735,True,
LJ001-0055,wavs/LJ001-0055.wav,379750,2a560e86e5adaab200c1706751e92198ebb0d2169e531ec59d05dc789b8ec1c4,3e8221e4b571eae4b68f15f0ff08f42affefe5c4c6fe07fb56b30303ea7cec18,OK,1,22050,16,NONE,not compressed,189853,8.610113378684808,189853,0.748138427734375,0.08665998305869098,0.015285510368548298,0.0,2902,0,True,110,110,e23b2fa4618acda7f04031983c8b8f5e06123cec17e9c789ab2546ca022a8267,True,
LJ001-0056,wavs/LJ001-0056.wav,242534,56c4549d3a3e703b5d19f040e203921934ffc885152250dbd686a47225dc49e0,d6d6a2c1786678a0fd96f854e595ee1c06b6e661d57d473174e722b1c341ee44,OK,1,22050,16,NONE,not compressed,121245,5.498639455782313,121245,0.58795166015625,0.08149081540578303,0.01798837065445998,0.0,2181,0,True,82,82,5f43647d43f5a77ab784262ad058fb37045f2f261e9cb0e10d0e3e475642b8ff,True,
LJ001-0057,wavs/LJ001-0057.wav,374118,c2f6b80cb4d55f128a0f0eac4d3e1176f8fb1538bc1a3874c521d521503efabe,37feaa1b8b21d083a02e53a3f34cf1a376b50a43f695fe09c21c8f2546e63ae3,OK,1,22050,16,NONE,not compressed,187037,8.482403628117915,187037,0.58892822265625,0.07754728200143055,0.025187529740104898,0.0,4711,0,True,144,144,7bd7d60f967d75b56c62c04f1569937c095dca8a560f9a5f17e190200ab91d77,True,
LJ001-0058,wavs/LJ001-0058.wav,325478,781cf8823355313d21c1f54b41d5befaa0d00d0ab1e6df70ff2c68c2deb634f6,1d49cfe2e8048a6e58dc8d67b8c177863aff2be3c147e0c2c83d283ef7382bae,OK,1,22050,16,NONE,not compressed,162717,7.379455782312925,162717,0.7645263671875,0.08233398762782324,0.04639957718001192,0.0,7550,0,True,102,102,0fc61f69c70ef62a6d6e93606a76de829928f3dde3a46cef54e8e32a4bddb65a,True,
