component_id,track_count,artist_count,album_count,split_count,splits,cross_split,min_track_id,max_track_id
fma-small-cc-001883,1,1,1,1,training,False,1883,1883
fma-small-cc-001891,1,1,1,1,training,False,1891,1891
fma-small-cc-001893,1,1,1,1,validation,False,1893,1893
fma-small-cc-001924,2,1,2,1,training,False,1924,1925
fma-small-cc-001929,1,1,1,1,training,False,1929,1929
fma-small-cc-001930,1,1,1,1,training,False,1930,1930
fma-small-cc-002012,1,1,1,1,validation,False,2012,2012
fma-small-cc-002096,1,1,1,1,training,False,2096,2096
fma-small-cc-002099,1,1,1,1,training,False,2099,2099
fma-small-cc-003263,4,1,1,1,validation,False,3263,3266
fma-small-cc-003270,5,1,1,1,training,False,3270,3274
fma-small-cc-003492,1,1,1,1,training,False,3492,3492
fma-small-cc-003532,43,22,6,3,test;training;validation,True,3532,123506
fma-small-cc-003573,1,1,1,1,training,False,3573,3573
fma-small-cc-003624,1,1,1,1,test,False,3624,3624
fma-small-cc-003707,2,1,1,1,training,False,3707,3708
fma-small-cc-003720,5,1,1,1,training,False,3720,3725
fma-small-cc-003761,5,1,1,1,training,False,3761,3766
fma-small-cc-003775,5,1,1,1,training,False,3775,3779
fma-small-cc-003832,4,1,1,1,training,False,3832,6856
fma-small-cc-003880,3,1,1,1,training,False,3880,5381
fma-small-cc-003895,2,1,1,1,training,False,3895,3896
fma-small-cc-003904,18,1,4,1,training,False,3904,110441
fma-small-cc-003920,2,1,1,1,training,False,3920,3921
fma-small-cc-003950,1,1,1,1,training,False,3950,3950
fma-small-cc-004013,2,1,1,1,training,False,4013,4017
fma-small-cc-004022,1,1,1,1,validation,False,4022,4022
fma-small-cc-004037,1,1,1,1,training,False,4037,4037
fma-small-cc-004066,4,1,1,1,training,False,4066,4069
fma-small-cc-004070,11,1,1,1,training,False,4070,4080
fma-small-cc-004091,13,1,1,1,training,False,4091,4103
fma-small-cc-004108,1,1,1,1,test,False,4108,4108
fma-small-cc-004450,1,1,1,1,training,False,4450,4450
fma-small-cc-004507,5,1,1,1,training,False,4507,4511
fma-small-cc-004519,4,1,1,1,training,False,4519,4522
fma-small-cc-004682,6,1,2,1,training,False,4682,5268
fma-small-cc-004777,11,1,1,1,training,False,4777,4788
fma-small-cc-004799,1,1,1,1,training,False,4799,4799
fma-small-cc-004835,4,1,1,1,training,False,4835,6788
fma-small-cc-004846,3,1,1,1,training,False,4846,4849
fma-small-cc-005006,1,1,1,1,training,False,5006,5006
fma-small-cc-005156,10,1,2,1,training,False,5156,110384
fma-small-cc-005191,1,1,1,1,validation,False,5191,5191
fma-small-cc-005521,65,27,13,3,test;training;validation,True,5521,147086
fma-small-cc-005879,1,1,1,1,training,False,5879,5879
fma-small-cc-005936,1,1,1,1,training,False,5936,5936
fma-small-cc-005940,1,1,1,1,training,False,5940,5940
fma-small-cc-006329,4,1,1,1,training,False,6329,6396
fma-small-cc-006331,5,1,1,1,validation,False,6331,6390
fma-small-cc-006332,9,1,2,1,training,False,6332,60549
fma-small-cc-006333,10,1,2,1,validation,False,6333,98671
fma-small-cc-006342,4,1,1,1,training,False,6342,6459
fma-small-cc-006360,4,1,1,1,training,False,6360,6469
fma-small-cc-006406,2,1,1,1,training,False,6406,6407
fma-small-cc-006439,5,1,1,1,training,False,6439,6448
fma-small-cc-006461,7,1,2,1,validation,False,6461,51661
fma-small-cc-006517,2,1,1,1,training,False,6517,6519
fma-small-cc-006603,8,1,1,1,training,False,6603,6611
fma-small-cc-006674,6,1,1,1,training,False,6674,6684
fma-small-cc-006776,2,1,1,1,training,False,6776,6778
fma-small-cc-006779,3,1,1,1,validation,False,6779,6783
fma-small-cc-006802,2,1,1,1,training,False,6802,6803
fma-small-cc-006857,1,1,1,1,training,False,6857,6857
fma-small-cc-007011,1,1,1,1,validation,False,7011,7011
fma-small-cc-007481,9,1,1,1,training,False,7481,7492
fma-small-cc-007495,1,1,1,1,training,False,7495,7495
fma-small-cc-007526,110,40,25,3,test;training;validation,True,7526,128484
fma-small-cc-007548,2,1,1,1,training,False,7548,7554
fma-small-cc-007709,10,1,3,1,training,False,7709,113344
fma-small-cc-007872,1,1,1,1,training,False,7872,7872
fma-small-cc-008056,1,1,1,1,training,False,8056,8056
fma-small-cc-008208,1,1,1,1,training,False,8208,8208
fma-small-cc-008256,3,1,1,1,training,False,8256,8261
fma-small-cc-008345,1,1,1,1,training,False,8345,8345
fma-small-cc-008357,3,2,1,1,training,False,8357,8372
fma-small-cc-008416,1,1,1,1,training,False,8416,8416
fma-small-cc-009152,1,1,1,1,training,False,9152,9152
fma-small-cc-009155,1,1,1,1,test,False,9155,9155
fma-small-cc-009307,1,1,1,1,training,False,9307,9307
fma-small-cc-009476,1,1,1,1,training,False,9476,9476
fma-small-cc-009477,23,1,8,1,training,False,9477,72149
fma-small-cc-009491,1,1,1,1,training,False,9491,9491
fma-small-cc-009511,1,1,1,1,training,False,9511,9511
fma-small-cc-009512,1,1,1,1,training,False,9512,9512
fma-small-cc-009513,1,1,1,1,training,False,9513,9513
fma-small-cc-009550,7,1,2,1,validation,False,9550,40984
fma-small-cc-009678,3,1,2,1,training,False,9678,49401
fma-small-cc-009846,1,1,1,1,training,False,9846,9846
fma-small-cc-009887,6,2,2,1,training,False,9887,67766
fma-small-cc-009918,1,1,1,1,training,False,9918,9918
fma-small-cc-009962,1,1,1,1,training,False,9962,9962
fma-small-cc-010186,1,1,1,1,training,False,10186,10186
fma-small-cc-010192,2,1,1,1,training,False,10192,13804
fma-small-cc-010250,1,1,1,1,test,False,10250,10250
fma-small-cc-010374,4,1,1,1,training,False,10374,10377
fma-small-cc-010381,91,1,13,1,test,False,10381,63457
fma-small-cc-010435,9,5,3,1,training,False,10435,48931
fma-small-cc-010458,1,1,1,1,training,False,10458,10458
fma-small-cc-010575,2,1,2,1,training,False,10575,10577
fma-small-cc-010668,10,1,1,1,training,False,10668,10677
fma-small-cc-010693,11,1,3,1,training,False,10693,83613
fma-small-cc-010805,6,1,1,1,training,False,10805,10810
fma-small-cc-011198,5,5,1,2,test;training,True,11198,11206
fma-small-cc-011261,1,1,1,1,training,False,11261,11261
fma-small-cc-011262,5,5,1,1,training,False,11262,11299
fma-small-cc-011306,1,1,1,1,training,False,11306,11306
fma-small-cc-011333,2,1,1,1,training,False,11333,11334
fma-small-cc-011544,1,1,1,1,training,False,11544,11544
fma-small-cc-011638,1,1,1,1,training,False,11638,11638
fma-small-cc-011671,10,1,1,1,training,False,11671,11683
fma-small-cc-011763,33,1,1,1,training,False,11763,11795
fma-small-cc-011803,2,2,1,2,training;validation,True,11803,11818
fma-small-cc-011839,5,1,2,1,training,False,11839,11868
fma-small-cc-011916,7,1,1,1,training,False,11916,11922
fma-small-cc-011933,3,3,1,1,training,False,11933,11942
fma-small-cc-011946,3,3,1,1,training,False,11946,11951
fma-small-cc-012109,1,1,1,1,training,False,12109,12109
fma-small-cc-012146,2,1,1,1,training,False,12146,12147
fma-small-cc-012173,43,7,14,3,test;training;validation,True,12173,91306
fma-small-cc-012188,7,6,2,3,test;training;validation,True,12188,60478
fma-small-cc-012346,1,1,1,1,training,False,12346,12346
fma-small-cc-012348,7,1,1,1,training,False,12348,12355
fma-small-cc-012376,1,1,1,1,training,False,12376,12376
fma-small-cc-012387,8,5,4,3,test;training;validation,True,12387,60510
fma-small-cc-012527,4,4,1,2,training;validation,True,12527,12532
fma-small-cc-012690,3,1,1,1,test,False,12690,12692
fma-small-cc-012737,3,1,3,1,training,False,12737,148168
fma-small-cc-012985,15,1,2,1,training,False,12985,144477
fma-small-cc-013191,77,4,21,1,training,False,13191,146685
fma-small-cc-013201,3,2,2,2,training;validation,True,13201,13596
fma-small-cc-013218,2,2,1,1,training,False,13218,13220
fma-small-cc-013325,104,37,14,3,test;training;validation,True,13325,107852
fma-small-cc-013362,2,2,1,1,training,False,13362,13378
fma-small-cc-013474,1,1,1,1,validation,False,13474,13474
fma-small-cc-013537,4,1,1,1,training,False,13537,13540
fma-small-cc-013556,5,4,2,2,training;validation,True,13556,13571
fma-small-cc-013578,2,1,2,1,test,False,13578,67457
fma-small-cc-013666,18,7,5,2,test;training,True,13666,43911
fma-small-cc-013735,1,1,1,1,training,False,13735,13735
fma-small-cc-013747,3,1,1,1,training,False,13747,13749
fma-small-cc-013767,2,1,1,1,training,False,13767,13768
fma-small-cc-013927,2,2,1,1,training,False,13927,13928
fma-small-cc-013929,2,2,1,1,training,False,13929,13930
fma-small-cc-014063,1,1,1,1,training,False,14063,14063
fma-small-cc-014208,1,1,1,1,training,False,14208,14208
fma-small-cc-014315,23,1,6,1,validation,False,14315,108868
fma-small-cc-014344,1,1,1,1,training,False,14344,14344
fma-small-cc-014358,1,1,1,1,training,False,14358,14358
fma-small-cc-014363,2,1,1,1,validation,False,14363,14365
fma-small-cc-014386,1,1,1,1,training,False,14386,14386
fma-small-cc-014391,1,1,1,1,validation,False,14391,14391
fma-small-cc-014538,10,1,2,1,training,False,14538,56499
fma-small-cc-014568,60,5,11,1,training,False,14568,61592
fma-small-cc-014601,4,1,1,1,test,False,14601,14604
fma-small-cc-014661,3,1,1,1,training,False,14661,14693
fma-small-cc-014663,1,1,1,1,test,False,14663,14663
fma-small-cc-014733,15,1,2,1,test,False,14733,82464
fma-small-cc-014809,1,1,1,1,training,False,14809,14809
fma-small-cc-014869,1,1,1,1,validation,False,14869,14869
fma-small-cc-015094,1,1,1,1,test,False,15094,15094
fma-small-cc-015210,1,1,1,1,training,False,15210,15210
fma-small-cc-015464,5,1,1,1,training,False,15464,15476
fma-small-cc-015487,1,1,1,1,training,False,15487,15487
fma-small-cc-015488,1,1,1,1,training,False,15488,15488
fma-small-cc-015625,1,1,1,1,training,False,15625,15625
fma-small-cc-015769,5,1,1,1,validation,False,15769,15773
fma-small-cc-015880,1,1,1,1,training,False,15880,15880
fma-small-cc-016095,1,1,1,1,training,False,16095,16095
fma-small-cc-016334,1,1,1,1,training,False,16334,16334
fma-small-cc-016337,4,1,1,1,test,False,16337,16340
fma-small-cc-016354,1,1,1,1,training,False,16354,16354
fma-small-cc-016743,4,1,1,1,training,False,16743,16747
fma-small-cc-016819,4,1,1,1,training,False,16819,16822
fma-small-cc-016878,3,1,1,1,training,False,16878,16880
fma-small-cc-016895,1,1,1,1,validation,False,16895,16895
fma-small-cc-016994,3,1,1,1,test,False,16994,16997
fma-small-cc-017132,1,1,1,1,training,False,17132,17132
fma-small-cc-017344,3,1,1,1,validation,False,17344,73087
fma-small-cc-017462,1,1,1,1,training,False,17462,17462
fma-small-cc-017491,4,1,1,1,training,False,17491,17500
fma-small-cc-017573,5,2,2,1,training,False,17573,52862
fma-small-cc-017588,2,1,2,1,training,False,17588,29816
fma-small-cc-017605,16,1,2,1,training,False,17605,56474
fma-small-cc-017631,7,1,1,1,training,False,17631,17637
fma-small-cc-017644,1,1,1,1,training,False,17644,17644
fma-small-cc-017735,1,1,1,1,training,False,17735,17735
fma-small-cc-017782,1,1,1,1,training,False,17782,17782
fma-small-cc-017884,1,1,1,1,training,False,17884,17884
fma-small-cc-017906,1,1,1,1,training,False,17906,17906
fma-small-cc-018031,4,1,1,1,training,False,18031,18034
fma-small-cc-018037,3,1,1,1,validation,False,18037,18039
fma-small-cc-018043,3,1,2,1,training,False,18043,80351
fma-small-cc-018112,3,1,3,1,test,False,18112,84152
fma-small-cc-018124,1,1,1,1,training,False,18124,18124
fma-small-cc-018159,1,1,1,1,training,False,18159,18159
fma-small-cc-018197,5,1,4,1,training,False,18197,119715
fma-small-cc-018350,1,1,1,1,test,False,18350,18350
fma-small-cc-018876,2,1,1,1,training,False,18876,18877
fma-small-cc-018887,1,1,1,1,training,False,18887,18887
fma-small-cc-019073,2,1,1,1,training,False,19073,19074
fma-small-cc-019179,3,1,1,1,training,False,19179,19187
fma-small-cc-019192,1,1,1,1,training,False,19192,19192
fma-small-cc-019412,9,1,1,1,training,False,19412,19423
fma-small-cc-019459,1,1,1,1,training,False,19459,19459
fma-small-cc-019673,2,1,1,1,validation,False,19673,19674
fma-small-cc-019685,1,1,1,1,test,False,19685,19685
fma-small-cc-019689,1,1,1,1,validation,False,19689,19689
fma-small-cc-019707,2,1,2,1,training,False,19707,19708
fma-small-cc-019729,1,1,1,1,training,False,19729,19729
fma-small-cc-019758,3,1,1,1,training,False,19758,19760
fma-small-cc-019889,3,1,1,1,training,False,19889,19891
fma-small-cc-020050,1,1,1,1,training,False,20050,20050
fma-small-cc-020424,3,1,2,1,training,False,20424,40161
fma-small-cc-020432,1,1,1,1,training,False,20432,20432
fma-small-cc-020469,1,1,1,1,training,False,20469,20469
fma-small-cc-020667,1,1,1,1,test,False,20667,20667
fma-small-cc-020704,1,1,1,1,training,False,20704,20704
fma-small-cc-020818,1,1,1,1,validation,False,20818,20818
fma-small-cc-021058,1,1,1,1,training,False,21058,21058
fma-small-cc-021085,1,1,1,1,training,False,21085,21085
fma-small-cc-021167,1,1,1,1,training,False,21167,21167
fma-small-cc-021228,4,4,1,1,training,False,21228,28553
fma-small-cc-021400,6,6,1,1,training,False,21400,21409
fma-small-cc-021422,2,1,2,1,training,False,21422,35299
fma-small-cc-021565,2,1,1,1,validation,False,21565,21587
fma-small-cc-021657,1,1,1,1,training,False,21657,21657
fma-small-cc-021672,3,1,1,1,training,False,21672,21677
fma-small-cc-021707,1,1,1,1,training,False,21707,21707
fma-small-cc-021774,1,1,1,1,training,False,21774,21774
fma-small-cc-021842,1,1,1,1,training,False,21842,21842
fma-small-cc-021859,2,1,1,1,training,False,21859,21860
fma-small-cc-021891,11,1,3,1,training,False,21891,141594
fma-small-cc-021995,7,1,1,1,test,False,21995,22001
fma-small-cc-022150,1,1,1,1,validation,False,22150,22150
fma-small-cc-022296,2,1,1,1,validation,False,22296,22315
fma-small-cc-022348,1,1,1,1,training,False,22348,22348
fma-small-cc-023010,1,1,1,1,test,False,23010,23010
fma-small-cc-023015,1,1,1,1,training,False,23015,23015
fma-small-cc-023016,1,1,1,1,training,False,23016,23016
fma-small-cc-023037,8,7,2,2,test;training,True,23037,42048
fma-small-cc-023063,1,1,1,1,test,False,23063,23063
fma-small-cc-023155,2,1,1,1,training,False,23155,23156
fma-small-cc-023172,1,1,1,1,training,False,23172,23172
fma-small-cc-023329,1,1,1,1,validation,False,23329,23329
fma-small-cc-023353,1,1,1,1,training,False,23353,23353
fma-small-cc-023355,1,1,1,1,validation,False,23355,23355
fma-small-cc-023372,1,1,1,1,training,False,23372,23372
fma-small-cc-023505,5,1,2,1,training,False,23505,64334
fma-small-cc-024216,8,1,2,1,training,False,24216,57630
fma-small-cc-024362,10,1,1,1,training,False,24362,24371
fma-small-cc-024418,24,1,2,1,training,False,24418,36997
fma-small-cc-024512,4,4,1,1,training,False,24512,24524
fma-small-cc-024698,5,1,1,1,training,False,24698,24702
fma-small-cc-024717,2,1,1,1,training,False,24717,24720
fma-small-cc-024739,3,1,1,1,training,False,24739,24742
fma-small-cc-024745,10,1,2,1,training,False,24745,43596
fma-small-cc-024842,1,1,1,1,training,False,24842,24842
fma-small-cc-024898,6,1,1,1,training,False,24898,24917
fma-small-cc-025028,6,1,1,1,validation,False,25028,25033
fma-small-cc-025055,1,1,1,1,test,False,25055,25055
fma-small-cc-025063,1,1,1,1,training,False,25063,25063
fma-small-cc-025066,1,1,1,1,training,False,25066,25066
fma-small-cc-025104,2,1,1,1,training,False,25104,25124
fma-small-cc-025215,11,1,2,1,training,False,25215,42247
fma-small-cc-025227,5,1,1,1,training,False,25227,25235
fma-small-cc-025324,1,1,1,1,training,False,25324,25324
fma-small-cc-025378,1,1,1,1,training,False,25378,25378
fma-small-cc-025601,13,3,2,1,training,False,25601,53160
fma-small-cc-026034,3,1,1,1,training,False,26034,26036
fma-small-cc-026298,5,1,4,1,training,False,26298,26322
fma-small-cc-026464,4,1,2,1,training,False,26464,31356
fma-small-cc-026583,42,16,12,3,test;training;validation,True,26583,146989
fma-small-cc-026629,1,1,1,1,training,False,26629,26629
fma-small-cc-026638,6,1,1,1,training,False,26638,26643
fma-small-cc-026651,9,1,1,1,training,False,26651,26659
fma-small-cc-026674,2,1,1,1,training,False,26674,26681
fma-small-cc-026754,2,1,1,1,training,False,26754,26765
fma-small-cc-026859,2,1,1,1,test,False,26859,26861
fma-small-cc-027164,1,1,1,1,training,False,27164,27164
fma-small-cc-027194,4,1,1,1,training,False,27194,27198
fma-small-cc-027258,1,1,1,1,training,False,27258,27258
fma-small-cc-027406,1,1,1,1,training,False,27406,27406
fma-small-cc-027547,6,1,1,1,training,False,27547,27552
fma-small-cc-027609,5,1,1,1,training,False,27609,27613
fma-small-cc-027667,1,1,1,1,training,False,27667,27667
fma-small-cc-027673,1,1,1,1,training,False,27673,27673
fma-small-cc-027797,8,7,2,2,training;validation,True,27797,130927
fma-small-cc-027866,1,1,1,1,training,False,27866,27866
fma-small-cc-027945,2,1,1,1,training,False,27945,27953
fma-small-cc-027975,4,1,2,1,training,False,27975,27987
fma-small-cc-028070,3,1,2,1,test,False,28070,47526
fma-small-cc-028179,1,1,1,1,test,False,28179,28179
fma-small-cc-028241,2,1,2,1,training,False,28241,29465
fma-small-cc-028260,4,3,2,3,test;training;validation,True,28260,56895
fma-small-cc-028375,2,1,1,1,validation,False,28375,28376
fma-small-cc-028477,17,2,4,1,training,False,28477,73469
fma-small-cc-028546,1,1,1,1,training,False,28546,28546
fma-small-cc-028548,1,1,1,1,training,False,28548,28548
fma-small-cc-028571,8,1,3,1,training,False,28571,108060
fma-small-cc-028692,1,1,1,1,test,False,28692,28692
fma-small-cc-028802,1,1,1,1,test,False,28802,28802
fma-small-cc-029037,8,1,2,1,validation,False,29037,30895
fma-small-cc-029045,1,1,1,1,training,False,29045,29045
fma-small-cc-029128,1,1,1,1,training,False,29128,29128
fma-small-cc-029180,1,1,1,1,training,False,29180,29180
fma-small-cc-029243,3,1,1,1,training,False,29243,29255
fma-small-cc-029350,3,3,1,3,test;training;validation,True,29350,29355
fma-small-cc-029480,1,1,1,1,training,False,29480,29480
fma-small-cc-029526,3,1,1,1,validation,False,29526,29530
fma-small-cc-029587,1,1,1,1,training,False,29587,29587
fma-small-cc-029602,1,1,1,1,training,False,29602,29602
fma-small-cc-029673,1,1,1,1,training,False,29673,29673
fma-small-cc-029718,4,1,1,1,training,False,29718,29721
fma-small-cc-029807,2,1,1,1,training,False,29807,29813
fma-small-cc-029961,1,1,1,1,training,False,29961,29961
fma-small-cc-029971,5,1,2,1,training,False,29971,31392
fma-small-cc-030041,19,1,6,1,training,False,30041,97374
fma-small-cc-030090,2,1,1,1,training,False,30090,30095
fma-small-cc-030120,1,1,1,1,training,False,30120,30120
fma-small-cc-030230,1,1,1,1,training,False,30230,30230
fma-small-cc-030316,1,1,1,1,test,False,30316,30316
fma-small-cc-030486,10,1,3,1,training,False,30486,46241
fma-small-cc-030519,4,1,1,1,training,False,30519,30522
fma-small-cc-030636,1,1,1,1,training,False,30636,30636
fma-small-cc-030682,1,1,1,1,validation,False,30682,30682
fma-small-cc-030690,14,6,5,2,training;validation,True,30690,48317
fma-small-cc-030740,1,1,1,1,training,False,30740,30740
fma-small-cc-031040,5,1,1,1,training,False,31040,31044
fma-small-cc-031165,1,1,1,1,training,False,31165,31165
fma-small-cc-031568,1,1,1,1,validation,False,31568,31568
fma-small-cc-031807,1,1,1,1,training,False,31807,31807
fma-small-cc-031887,3,1,1,1,training,False,31887,31889
fma-small-cc-031999,2,1,1,1,training,False,31999,32001
fma-small-cc-032021,1,1,1,1,training,False,32021,32021
fma-small-cc-032075,2,1,1,1,training,False,32075,32081
fma-small-cc-032218,1,1,1,1,training,False,32218,32218
fma-small-cc-032325,17,1,2,1,training,False,32325,58474
fma-small-cc-032433,5,5,1,2,test;training,True,32433,32439
fma-small-cc-032525,1,1,1,1,training,False,32525,32525
fma-small-cc-032686,9,1,2,1,training,False,32686,140566
fma-small-cc-032800,7,1,3,1,training,False,32800,54064
fma-small-cc-033020,2,1,2,1,training,False,33020,59078
fma-small-cc-033049,2,1,1,1,training,False,33049,33050
fma-small-cc-033064,1,1,1,1,training,False,33064,33064
fma-small-cc-033067,6,1,1,1,training,False,33067,33072
fma-small-cc-033123,47,13,8,1,training,False,33123,123509
fma-small-cc-033203,1,1,1,1,training,False,33203,33203
fma-small-cc-033216,2,2,1,1,training,False,33216,33221
fma-small-cc-033278,1,1,1,1,training,False,33278,33278
fma-small-cc-033415,4,4,1,1,training,False,33415,33426
fma-small-cc-033459,4,1,1,1,training,False,33459,33465
fma-small-cc-033477,1,1,1,1,training,False,33477,33477
fma-small-cc-033486,1,1,1,1,validation,False,33486,33486
fma-small-cc-033538,1,1,1,1,training,False,33538,33538
fma-small-cc-033992,1,1,1,1,test,False,33992,33992
fma-small-cc-034003,1,1,1,1,training,False,34003,34003
fma-small-cc-034167,1,1,1,1,training,False,34167,34167
fma-small-cc-034257,3,1,1,1,training,False,34257,34263
fma-small-cc-034484,1,1,1,1,training,False,34484,34484
fma-small-cc-034510,1,1,1,1,training,False,34510,34510
fma-small-cc-034511,1,1,1,1,training,False,34511,34511
fma-small-cc-035198,3,1,1,1,test,False,35198,35204
fma-small-cc-035296,1,1,1,1,training,False,35296,35296
fma-small-cc-035443,1,1,1,1,training,False,35443,35443
fma-small-cc-035444,13,1,4,1,training,False,35444,73587
fma-small-cc-035462,1,1,1,1,validation,False,35462,35462
fma-small-cc-035527,79,3,21,2,test;training,True,35527,150288
fma-small-cc-035569,1,1,1,1,test,False,35569,35569
fma-small-cc-035571,1,1,1,1,training,False,35571,35571
fma-small-cc-035608,1,1,1,1,test,False,35608,35608
fma-small-cc-035734,1,1,1,1,training,False,35734,35734
fma-small-cc-036096,4,1,1,1,test,False,36096,36998
fma-small-cc-036143,1,1,1,1,training,False,36143,36143
fma-small-cc-036144,4,1,1,1,training,False,36144,36147
fma-small-cc-036245,4,1,1,1,validation,False,36245,36261
fma-small-cc-036272,5,1,1,1,training,False,36272,36999
fma-small-cc-036302,5,1,3,1,test,False,36302,116407
fma-small-cc-036304,2,1,2,1,training,False,36304,78156
fma-small-cc-036322,2,1,1,1,training,False,36322,36333
fma-small-cc-036428,3,1,2,1,training,False,36428,71096
fma-small-cc-036481,1,1,1,1,training,False,36481,36481
fma-small-cc-036526,1,1,1,1,training,False,36526,36526
fma-small-cc-036560,2,1,2,1,validation,False,36560,47100
fma-small-cc-036567,1,1,1,1,training,False,36567,36567
fma-small-cc-036659,1,1,1,1,training,False,36659,36659
fma-small-cc-036799,1,1,1,1,test,False,36799,36799
fma-small-cc-037041,1,1,1,1,training,False,37041,37041
fma-small-cc-037147,1,1,1,1,training,False,37147,37147
fma-small-cc-037324,2,1,1,1,training,False,37324,37325
fma-small-cc-037368,2,1,1,1,training,False,37368,37369
fma-small-cc-037416,3,1,1,1,training,False,37416,37423
fma-small-cc-037538,2,1,2,1,training,False,37538,59823
fma-small-cc-037592,1,1,1,1,training,False,37592,37592
fma-small-cc-037725,4,1,1,1,training,False,37725,37731
fma-small-cc-037779,3,1,1,1,training,False,37779,37784
fma-small-cc-037859,1,1,1,1,training,False,37859,37859
fma-small-cc-037920,1,1,1,1,training,False,37920,37920
fma-small-cc-038312,1,1,1,1,training,False,38312,38312
fma-small-cc-038321,10,1,1,1,training,False,38321,62534
fma-small-cc-038323,7,1,1,1,training,False,38323,53728
fma-small-cc-038326,7,1,1,1,training,False,38326,62596
fma-small-cc-038351,27,10,4,2,training;validation,True,38351,64410
fma-small-cc-038361,3,1,1,1,training,False,38361,38363
fma-small-cc-038399,1,1,1,1,training,False,38399,38399
fma-small-cc-038450,1,1,1,1,training,False,38450,38450
fma-small-cc-038522,1,1,1,1,training,False,38522,38522
fma-small-cc-038557,2,1,1,1,training,False,38557,38560
fma-small-cc-038775,27,1,3,1,test,False,38775,38834
fma-small-cc-038878,1,1,1,1,training,False,38878,38878
fma-small-cc-038879,29,1,1,1,validation,False,38879,38914
fma-small-cc-038964,4,1,1,1,training,False,38964,38967
fma-small-cc-039188,5,1,1,1,training,False,39188,39484
fma-small-cc-039291,1,1,1,1,training,False,39291,39291
fma-small-cc-039298,1,1,1,1,training,False,39298,39298
fma-small-cc-039316,5,1,2,1,test,False,39316,51305
fma-small-cc-039357,1,1,1,1,training,False,39357,39357
fma-small-cc-039359,1,1,1,1,training,False,39359,39359
fma-small-cc-039488,1,1,1,1,training,False,39488,39488
fma-small-cc-039605,2,1,1,1,test,False,39605,39607
fma-small-cc-039658,10,1,1,1,training,False,39658,39667
fma-small-cc-039875,3,1,1,1,training,False,39875,39904
fma-small-cc-040133,2,1,1,1,training,False,40133,40134
fma-small-cc-040139,2,1,1,1,training,False,40139,40141
