track_id,relative_path,file_bytes,extension,file_sha256,file_sha1,expected_sha1,checksum_match,signature_status,id3v2_signature,mpeg_frame_signature_found,first_mpeg_frame_offset,metadata_present,strict_allowlist,license_category,license_allow_by_classifier,allowlist_membership_matches_classifier,split,subset,artist_id,album_id,component_id,component_cross_split,genre_top,license_title,license_url,track_title,track_file,metadata_bit_rate,raw_track_bit_rate,metadata_track_duration_seconds,raw_track_duration_seconds,decode_status,ffmpeg_return_code,ffmpeg_wall_timeout,decode_hit_120_second_cap,codec,sample_rate_hz,channels,channel_layout,container_bitrate_kbps,stream_bitrate_kbps,ffmpeg_reported_duration_seconds,decoded_duration_seconds,duration_delta_from_30_seconds,abs_duration_delta_from_30_seconds,decoded_pcm_sha256,decoded_sample_count,peak_abs_normalized,rms_normalized,silent_sample_count,silent_sample_fraction_lt_1e_4,clipped_sample_count,clipped_sample_fraction_ge_0_999,ffmpeg_error_excerpt,issues
197,000/000197.mp3,960733,.mp3,13558e854da5438b0be3b53571179a43ca271509d1b6e741e6e755ce4b8846d0,3dece1c59cf08bd76e8e3de92a0892c9ba49941c,3dece1c59cf08bd76e8e3de92a0892c9ba49941c,True,MP3_FRAMES_VALIDATED,True,True,264,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Piano 2,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_05_-_Piano_2.mp3,256000,256000,68.0,68.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,4e86d3d337f9b4eb0dc6dbf8366fda531b4e66c0f83728b6d11653ddb2c2ab93,2643934,0.644561767578125,0.08487622062256146,9094,0.003439571487034094,0,0.0,,
200,000/000200.mp3,960741,.mp3,f14c56138932c26f8a1f5f6a19bafd675122013e502dacd32d91ee885aee3b5a,f0cf6614222934dce3e8c36c5ed6e37dc2be66d3,f0cf6614222934dce3e8c36c5ed6e37dc2be66d3,True,MP3_FRAMES_VALIDATED,True,True,271,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Baby Come Home,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_07_-_Baby_Come_Home.mp3,256000,256000,194.0,194.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,2f5ae7cef3779655fa0c7429ccaf8ea5b968ff9ce08c136b715f25ce2ad8bf30,2643934,1.0,0.1554386250963061,3329,0.0012591085859178029,112,4.236111794016038e-05,,
203,000/000203.mp3,960737,.mp3,71a3e5f095d6c669ff84ab655a7ed31f900915d38fb7e7ed8bcdff6465f78f44,b3535042b3212a77d3d1ca6589a2611bf09f59df,b3535042b3212a77d3d1ca6589a2611bf09f59df,True,MP3_FRAMES_VALIDATED,True,True,267,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Song For R,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_08_-_Song_For_R.mp3,256000,256000,195.0,195.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,034dc2270b4d42c6ab737e44ef48e22380f5c8f34727dfe6572e8681d62c9b1e,2643934,0.751129150390625,0.09915637811916277,4601,0.0017402098539524814,0,0.0,,
204,000/000204.mp3,960734,.mp3,715d223fd0df72cd6e0c63af0f31ae887db3194f68fdf26648c145a0233ef447,4c466e78a21392a158fda06c76383bd7f8f4f388,4c466e78a21392a158fda06c76383bd7f8f4f388,True,MP3_FRAMES_VALIDATED,True,True,265,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,My Dream,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_09_-_My_Dream.mp3,256000,256000,324.0,324.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,4f3fc3cdf615e5667f670a855d40ba1f77849a328ecd34fccf4d38d13539d564,2643934,1.0,0.13155596405443185,3455,0.0013067648436004833,2,7.564485346457211e-07,,
207,000/000207.mp3,960734,.mp3,117f9eb82b530f52094ced80d086672a674fe9d4e70bdfb7a4bc17c97e783f99,580377d4b2ec5c446986ba40505200e73c27375a,580377d4b2ec5c446986ba40505200e73c27375a,True,MP3_FRAMES_VALIDATED,True,True,264,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Piano 3,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_10_-_Piano_3.mp3,256000,256000,96.0,96.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,e604cf358ba934a703462eac55bb24b463e075e54db1bfb0aeae882570f622a1,2643934,0.627471923828125,0.0919454846804688,46254,0.01749438526075159,0,0.0,,
210,000/000210.mp3,961581,.mp3,d8f39e6225707a23b2296169add073af8bb581ea674669c983dc370b3f908b1c,3fb5476cb4793e15ce0b820681ea083abf187157,3fb5476cb4793e15ce0b820681ea083abf187157,True,MP3_FRAMES_VALIDATED,True,True,276,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,In the French Court,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_13_-_In_the_French_Court.mp3,256000,256000,184.0,184.0,OK,0,False,False,mp3,44100,2,stereo,256,256,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,a28f092ad5b71365e252fef6892f8166f08be95ba1667b4e92cd7ff0a8f18a86,2646238,1.0,0.1712179458808071,3403,0.0012859765448156968,414,0.0001564485129455476,,
211,000/000211.mp3,960736,.mp3,5928697928b00c234ac0661ab6533775984088d4993d2514db595333d37dfb34,7cd665066712359a0b049068534277a2a6a081ec,7cd665066712359a0b049068534277a2a6a081ec,True,MP3_FRAMES_VALIDATED,True,True,267,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,In America,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_14_-_In_America.mp3,256000,256000,247.0,247.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,cf5e2e6d6525daec6dd0edf69cd7b3702d0895524df0d2e81ad3930dc1983a09,2643934,0.999969482421875,0.15447964256835922,3415,0.0012916358729075689,125,4.727803341535757e-05,,
212,000/000212.mp3,960738,.mp3,bab0086bafe51d0e543cafee489fac8680434ba1b4c404b689d74ed61fbd2e01,9b84bc4f1d28e9be7ce540d7b335c99eb7dec893,9b84bc4f1d28e9be7ce540d7b335c99eb7dec893,True,MP3_FRAMES_VALIDATED,True,True,269,True,True,ALLOW_BY_NC_SA,True,True,training,small,127,84,fma-small-cc-000190,False,Folk,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,When I Arive,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_15_-_When_I_Arive.mp3,256000,256000,230.0,230.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,1ef41aca8a32478608ab2953482e926b83cf760ca23e0c7382bf8ceb49ef792b,2643934,0.788482666015625,0.11961954498166721,3840,0.0014523811865197846,0,0.0,,
213,000/000213.mp3,960747,.mp3,4ca6e7455802acedc7385be1c54100bc7230fd903d85c51bd5e86beb3af0d46a,8feba94d7a25abcea93ca0dc67335e1e68ea465a,8feba94d7a25abcea93ca0dc67335e1e68ea465a,True,MP3_FRAMES_VALIDATED,True,True,278,True,True,ALLOW_BY_NC_SA,True,True,training,small,66,86,fma-small-cc-000213,False,Pop,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Boute,music/WFMU/Au/Au/Au_-_01_-_Boute.mp3,256000,256000,247.0,247.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,7e4e7dd945737f23c7140c7a27983c0c8c5f1af3e49c2954e8014528b17eb0aa,2643934,0.81549072265625,0.0923535819455432,5186,0.0019614710503363547,0,0.0,,
255,000/000255.mp3,960743,.mp3,4c5481568b395a9e395aa17187862a9bc4b54630c180a5fc112e878d82bd369f,5f4dc699c2966460c75344de14e049a6f18b58b7,5f4dc699c2966460c75344de14e049a6f18b58b7,True,MP3_FRAMES_VALIDATED,True,True,274,True,True,ALLOW_BY_NC_SA,True,True,training,small,80,100,fma-small-cc-000255,False,Rock,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,We Want to be Old,music/WFMU/Bird_Names/On_Opaque_Things/Bird_Names_-_12_-_We_Want_to_be_Old.mp3,256000,256000,182.0,182.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,f78f41a807661ee3f99fc6dfe41c6a29936441fee57fa370e24165036e571af6,2643934,0.994720458984375,0.15892654594181777,4204,0.0015900548198253058,0,0.0,,
256,000/000256.mp3,960790,.mp3,74e2a7e74639862291cc2f41db2a8df9269b3a4e9ae594a8a7093654e8e98c4d,8cdf9b4e7036f5f18378e97fda3ccb13d841d263,8cdf9b4e7036f5f18378e97fda3ccb13d841d263,True,MP3_FRAMES_VALIDATED,True,True,321,True,True,ALLOW_BY_NC_SA,True,True,training,small,81,102,fma-small-cc-000256,False,Rock,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Toggle,music/WFMU/Black_Elk/Black_Elk/Black_Elk_-_01_-_Toggle.mp3,256000,256000,202.0,202.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,9d2b35d1f0c807711b6c0b8c0246597acc1c3a67d1d51e5eadbb7da9962dcb34,2643934,1.0,0.3100933579185354,2269,0.0008581908625555706,186,7.034971372205207e-05,,
368,000/000368.mp3,961094,.mp3,191ff2495adcef0ba945ea0a5c9802c1ea7201aae881b5af6a17687babbd2912,8449902cac45d100d4c96b3d42de04690c4cd32d,8449902cac45d100d4c96b3d42de04690c4cd32d,True,MP3_FRAMES_VALIDATED,True,True,625,True,False,EXCLUDE_ND,False,True,training,small,84,112,fma-small-cc-000368,False,Rock,Attribution-Noncommercial-No Derivative Works 2.0 UK: England,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,Vampires,music/WFMU/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Blah_Blah_Blah_-_Vampires.mp3,256000,256000,280.0,280.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,381a5a87406e556dfa0d85ee6c604004dbd22f5f0fd6fa9afcdd728cb36de1f6,2643934,0.63824462890625,0.08764916851451725,4184,0.0015824903344788485,0,0.0,,
424,000/000424.mp3,961205,.mp3,56da863790c5e671327ba7fcca8c9dd3bcc20fc67c31c8ac35494d62f53fa0ea,6836d20e60e860003b6f4b1ba15f8b722718b0d5,6836d20e60e860003b6f4b1ba15f8b722718b0d5,True,MP3_FRAMES_VALIDATED,True,True,736,True,True,ALLOW_BY_NC_SA,True,True,training,small,91,124,fma-small-cc-000424,False,Experimental,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,The Ambient Honky,music/Blocks_Recording_Club/Brian_Joseph_Davis/The_Definitive_Host/Brian_Joseph_Davis_-_05_-_The_Ambient_Honky.mp3,256000,256000,76.0,76.0,OK,0,False,False,mp3,44100,2,stereo,256,256,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,529e753853ccd72ec5b2e7becd68d0bcc2d9c9242ea2ef92b56cde35100582b2,2643934,0.806640625,0.14556917312895506,2485,0.0009398873042973085,0,0.0,,
459,000/000459.mp3,481256,.mp3,c7c9d2b45524189c03e530d596e231df37977d35cf7550b8667e66ee1a92ec7d,3e6b08c3df8c3b8f885dde1e84a910099d68e119,3e6b08c3df8c3b8f885dde1e84a910099d68e119,True,MP3_FRAMES_VALIDATED,True,True,604,True,True,ALLOW_BY_NC_SA,True,True,validation,small,95,130,fma-small-cc-000459,False,Rock,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Machines and Muscles,music/WFMU/CAVE/Butthash/CAVE_-_Machines_and_Muscles.mp3,128000,128000,301.0,301.0,OK,0,False,False,mp3,44100,2,stereo,128,128,30.01,30.00269841269841,0.00269841269841109,0.00269841269841109,bab123bb390577432ea4eb15a4d46d4ba2faa570149805f407deb7e817ab6d61,2646238,1.0,0.3795494748969744,2318,0.0008759605145115443,4315,0.0016306167472464684,,
534,000/000534.mp3,480811,.mp3,38b2c7205590bb5ef6201e42b9498b023668fbee26afae2d24d159b56769885f,45a89d73ac13ba887e8d61099cf1d0cf3ec14438,45a89d73ac13ba887e8d61099cf1d0cf3ec14438,True,MP3_FRAMES_VALIDATED,True,True,576,True,True,ALLOW_BY_NC_SA,True,True,training,small,101,142,fma-small-cc-000534,False,Folk,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,I Can See You,music/WFMU/Charles_Manson/One_Mind/Charles_Manson_-_01_-_I_Can_See_You.mp3,128000,128000,80.0,80.0,OK,0,False,False,mp3,44100,2,stereo,128,128,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,1188fe9f7267104828902c4481924c58b7dcf128dee595676ff9883dbc69dae8,2643934,0.903350830078125,0.10758546131291609,4751,0.0017969434940509105,0,0.0,,
540,000/000540.mp3,480813,.mp3,b95b8a193dccd029dd26a2769586bdce8b93a7c403bf397d8e56779f27679b6c,63ada342b19646b9f015508512106a7075134fff,63ada342b19646b9f015508512106a7075134fff,True,MP3_FRAMES_VALIDATED,True,True,579,True,True,ALLOW_BY_NC_SA,True,True,training,small,101,142,fma-small-cc-000534,False,Folk,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,The Black Pirate,music/WFMU/Charles_Manson/One_Mind/Charles_Manson_-_07_-_The_Black_Pirate.mp3,128000,128000,309.0,309.0,OK,0,False,False,mp3,44100,2,stereo,128,128,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,b4ca17869755ad44398f82066c5cdbf16895a880d9dacd8f07d77d7d0b4eeb31,2643934,0.9267578125,0.11338733624935532,4314,0.0016316594892308205,0,0.0,,
546,000/000546.mp3,480816,.mp3,5bfa73f0fa8da98661ca832627b67fa402e8e387fe03c286831310968276282f,eba18ed17ec873dc4898326291a5c6ce31657be0,eba18ed17ec873dc4898326291a5c6ce31657be0,True,MP3_FRAMES_VALIDATED,True,True,582,True,True,ALLOW_BY_NC_SA,True,True,training,small,101,142,fma-small-cc-000534,False,Folk,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,If You Have No One,music/WFMU/Charles_Manson/One_Mind/Charles_Manson_-_13_-_If_You_Have_No_One.mp3,128000,128000,319.0,319.0,OK,0,False,False,mp3,44100,2,stereo,128,128,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,5e2b5d1c294fcd8b20af624305771bef90acaec1a5c8f4f0aee287411b5ebecd,2643934,0.9742431640625,0.10554982528302301,4849,0.0018340094722485508,0,0.0,,
574,000/000574.mp3,901148,.mp3,64f9e66c36144743633cb5683c6d051f61949e740050652970d9efde74f9d739,163f082617c81776c0ca5523bda5daebd90d59fd,163f082617c81776c0ca5523bda5daebd90d59fd,True,MP3_FRAMES_VALIDATED,True,True,373,True,True,ALLOW_BY_NC_SA,True,True,training,small,106,149,fma-small-cc-000574,False,Rock,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,Caliente Queen,music/WFMU/Clockcleaner/Babylon_Rules/Clockcleaner_-_04_-_Caliente_Queen.mp3,219522,219522,267.0,267.0,OK,0,False,False,mp3,44100,2,stereo,240,240,29.99,29.976575963718822,-0.023424036281177507,0.023424036281177507,bdeb9a8f88ef9821d22c69dc8a10a823ca371f7ce6ec3bc41edb23fbf7b6ff30,2643934,0.969329833984375,0.30399816947101055,1073,0.0004058346388374294,0,0.0,,
