path,size_bytes,lfs_sha256,row_count,first_id,last_id,model_count,models_json,error
data/train-00019-of-00210.parquet,1097420451,b0fe83c97f906456eb551c29cb573df5e08bb769734f933494475512c2783b85,31,00490,05005,3,"{""MTG-Jamendo"": 15, ""MusicGen Small"": 11, ""Suno v3"": 5}",
data/train-00020-of-00210.parquet,493090874,1bc859378fc46c7038e84c6bad75b59ea3e8290a15d20d063053b4e8004237ba,31,05006,04613,2,"{""Suno v3"": 18, ""Udio"": 13}",
data/train-00021-of-00210.parquet,195358079,85127ca1748f1567e18b74ff2465183801fc28597a232c3eb838368483cf7a1d,31,04614,04644,1,"{""Udio"": 31}",
data/train-00022-of-00210.parquet,195360558,9eb48806f1838b1b4ae6f304ef9b037087493b1c6ef0b2ccde49d6adc9187dfa,31,04645,04675,1,"{""Udio"": 31}",
data/train-00023-of-00210.parquet,165350213,e958aadf87c042924e719dc2ab6636d90f684655bbe39e457d0338c0ed8c76b2,31,04676,00506,2,"{""MusicGen Medium"": 6, ""Udio"": 25}",
data/train-00024-of-00210.parquet,40401537,3e4bc600f3687a5fa6476da4bdc2af3396c05baaa209ff6f89040868ba9fc5dc,31,00507,00537,1,"{""MusicGen Medium"": 31}",
data/train-00025-of-00210.parquet,40401422,82edd71263a1a48dd9f75cca01d3f9d594f2891086aba188b39991a065e3ac30,31,00538,00568,1,"{""MusicGen Medium"": 31}",
data/train-00026-of-00210.parquet,40401546,2d33bc46ad0270b1829e8cb1df11818aec60b139a110a716f050484ac908f492,31,00569,00599,1,"{""MusicGen Medium"": 31}",
data/train-00027-of-00210.parquet,40401622,078934e3bdfefce4a7b1d0f9b22ac0b209b427d58d6c4c05851c07305565cc6c,31,00600,00630,1,"{""MusicGen Medium"": 31}",
data/train-00028-of-00210.parquet,40401517,74bc6713b54c3ed20dedb55cf3eb7865241bf285f0b1f0e0742a83c22946488f,31,00631,00661,1,"{""MusicGen Medium"": 31}",
data/train-00029-of-00210.parquet,40401489,97dd89023a4beab1990e35a6d3860ba7ee0227733075eee4b5666b9d5ee20a9b,31,00662,00692,1,"{""MusicGen Medium"": 31}",
data/train-00030-of-00210.parquet,40401546,ec86c5ca7cbd077f932eecc4c86bb0c97d85fd55c014cd1e4d2833ea7e9d0b06,31,00693,00723,1,"{""MusicGen Medium"": 31}",
data/train-00031-of-00210.parquet,40401424,3d04113f8c94be15ed67bfd71bf0b269da554181012173f568d4de94a92d3c95,31,00724,00754,1,"{""MusicGen Medium"": 31}",
data/train-00032-of-00210.parquet,40401494,d919a3f11148d04fd79d82d3d3bb1ae9c85db66f7eff0fd69105a0035b3f22e9,31,00755,00785,1,"{""MusicGen Medium"": 31}",
data/train-00033-of-00210.parquet,40401447,b9669ad4b2b7d2f30468afdd0888e4f65c381120f0d644eef45519eb6c22ef10,31,00786,00816,1,"{""MusicGen Medium"": 31}",
data/train-00034-of-00210.parquet,40401519,d0c23c6e2f4c030f969b380579a6f3825616e3351ffc235f53f4f5751f5773f6,31,00817,00847,1,"{""MusicGen Medium"": 31}",
data/train-00035-of-00210.parquet,40401536,8c5e01bf8f06641e413d5cc5928c6a92d6a05b223e5226ffca087ade6bbf0df7,31,00848,00878,1,"{""MusicGen Medium"": 31}",
data/train-00036-of-00210.parquet,40401497,37b0478667fc75c3daa8aac25d51ec215b7f3a44b516cd3d1f5ea7a4e36b93db,31,00879,00909,1,"{""MusicGen Medium"": 31}",
data/train-00037-of-00210.parquet,40401423,6236883e70124d9d36fa5d91c029db62cbd936feb35dd9a2cc1bf7cdb9067fdd,31,00910,00940,1,"{""MusicGen Medium"": 31}",
data/train-00038-of-00210.parquet,40401519,eb082afa58e9d217260721908f6086950c85748ca0044477417ebdede21a7318,31,00941,00971,1,"{""MusicGen Medium"": 31}",
data/train-00039-of-00210.parquet,112285371,1cb83e4ea663c5fb6402f4a59ebc62b614e0e39daaa6ae97942c76606c2554e2,31,00972,06017,2,"{""MTG-Jamendo"": 2, ""MusicGen Medium"": 29}",
data/train-00040-of-00210.parquet,937473015,9964b94101c6f7fe8c7542028293ccdffe44bf40dc96eee0550aac08b3ed4a55,31,06018,05041,2,"{""MTG-Jamendo"": 13, ""Suno v3"": 18}",
data/train-00041-of-00210.parquet,278884982,25a0a937aa85c3c1406162d64cba03daf18e65fad6487cd8885515ba7cf8952e,31,05042,04726,2,"{""Suno v3"": 5, ""Udio"": 26}",
data/train-00042-of-00210.parquet,195357473,d8a306fbdd80482f30670bf64390010b6e15205949e448d5b61fc8cdafadbdd4,31,04727,04757,1,"{""Udio"": 31}",
data/train-00043-of-00210.parquet,195237934,9c02f9f7b72039f95edaa3b773b535a81ff7c2dbbdebd6349d4f16e326e2fb79,31,04758,04788,1,"{""Udio"": 31}",
data/train-00044-of-00210.parquet,100383846,06609e9f79455b557806feb021820847825ff362ddc398d65c8987cc768bef06,31,04789,01019,2,"{""MusicGen Large"": 19, ""Udio"": 12}",
data/train-00045-of-00210.parquet,40401535,4dd21afb37fb34aead95d988b7a183ef342296020a58e900812ccedcd273bd57,31,01020,01050,1,"{""MusicGen Large"": 31}",
data/train-00046-of-00210.parquet,40401520,4df1a8ade63a8e67e78d42915f1b68f6213e3842b7c87afea5fee5cbfd36407f,31,01051,01081,1,"{""MusicGen Large"": 31}",
data/train-00047-of-00210.parquet,40401538,a3a0d2c6f787c2f2acaded7a038c7f0c2577f09dda1ad3391ff6048c998de803,31,01082,01112,1,"{""MusicGen Large"": 31}",
data/train-00048-of-00210.parquet,40401510,cebfced4efe4621ba38e82e2b360d5ee62824009505aaf7487bdcd44309fd48b,31,01113,01143,1,"{""MusicGen Large"": 31}",
data/train-00049-of-00210.parquet,40401517,e69650fc427c094e7d795aa66ee01cf72a7235b96ce196770eee6a5cdfc0d0ed,31,01144,01174,1,"{""MusicGen Large"": 31}",
data/train-00050-of-00210.parquet,40401491,8416e0f0fe263fc49622c02446ae48cac0fd9a235be9561d1e72053dfe4af5ad,31,01175,01205,1,"{""MusicGen Large"": 31}",
data/train-00051-of-00210.parquet,40401554,6af751f30ea99609e82cd12169497c14887636d8a91e3c02243a1d0d6d834032,31,01206,01236,1,"{""MusicGen Large"": 31}",
data/train-00052-of-00210.parquet,40401401,09d077cdbae969492a99dabfa2b5c3a4b1f656f25f38baddaaa2e55f27e11538,31,01237,01267,1,"{""MusicGen Large"": 31}",
data/train-00053-of-00210.parquet,40401518,0e9bded2864825049f4e919a350d29999634a4f036a9632b3a78cb12961d0a7f,31,01268,01298,1,"{""MusicGen Large"": 31}",
data/train-00054-of-00210.parquet,40401480,53ac1abe58049485f34c0e28168de4168f223d2d0474f4698f98f00bf613c8a5,31,01299,01329,1,"{""MusicGen Large"": 31}",
data/train-00055-of-00210.parquet,40401514,edb86f4edc998e55527c72ca8ddd9a1616fbf0f10bf6509a580d358344739b1d,31,01330,01360,1,"{""MusicGen Large"": 31}",
data/train-00056-of-00210.parquet,40401440,ccf24f8050861dc8843482103133f9654ed0caad738eb686bf0eb38ca3c04cca,31,01361,01391,1,"{""MusicGen Large"": 31}",
data/train-00057-of-00210.parquet,40401548,e8238d021df587c9d962e045056a8408aef92d1441804370b96bb4363fde58b3,31,01392,01422,1,"{""MusicGen Large"": 31}",
data/train-00058-of-00210.parquet,40401447,262951bf52e10022ccf3f6e765b130bff6bdc0cd3df80e866146dc56cd4a4d9c,31,01423,01453,1,"{""MusicGen Large"": 31}",
data/train-00059-of-00210.parquet,40401500,ec5c1cf96abf6de5ccd32be91d05a3142df64efaacf5dc005f9b2975dc667eed,31,01454,01484,1,"{""MusicGen Large"": 31}",
data/train-00060-of-00210.parquet,524021331,9a7c91258266ba2abc42e3c0e3aebfa1e44099d9552ae44802e804239a0f3c6d,31,01485,06045,2,"{""MTG-Jamendo"": 15, ""MusicGen Large"": 16}",
data/train-00061-of-00210.parquet,571738834,30c94e4319eb194ae84a41d3492618bec6906c2540609f2cd63204d66cc9af59,31,05047,04808,2,"{""Suno v3"": 23, ""Udio"": 8}",
data/train-00062-of-00210.parquet,195359627,07ba3d4f52e1b1820b34cf33a15a2b536a0917539f11bfb83e658d2ba2304844,31,04809,04839,1,"{""Udio"": 31}",
data/train-00063-of-00210.parquet,195353476,21ca140e2dd8497a6d8b56951ef2c45a38b549a9934f7bdb9250157330661e83,31,04840,04870,1,"{""Udio"": 31}",
data/train-00064-of-00210.parquet,189496165,690760c07e36f0306453b12d6b7646dc8075927e0c209f1f31b7e75b60cd0b15,31,04871,01501,2,"{""AudioLDM 2 Large"": 1, ""Udio"": 30}",
data/train-00065-of-00210.parquet,19311260,968c4743a0f2c242a4ef554c5357ff097333843800c05f36a05da247037bde6b,31,01502,01532,1,"{""AudioLDM 2 Large"": 31}",
data/train-00066-of-00210.parquet,19315947,d50f404b634323a18777c23e3b8ea9f598dfde293429ab3fe22ab435d6459cf2,31,01533,01563,1,"{""AudioLDM 2 Large"": 31}",
data/train-00067-of-00210.parquet,19292102,da6394dd4a47a39926f97b24105b331140bd1c4e20894e02cf598bcddc19a4cf,31,01564,01594,1,"{""AudioLDM 2 Large"": 31}",
data/train-00068-of-00210.parquet,19275337,706b610e0d7d0f4d4ae2a118468d7f5c0f70f3cedcc83f4c1d6b8b41551af485,31,01595,01625,1,"{""AudioLDM 2 Large"": 31}",
data/train-00069-of-00210.parquet,19220621,73053413d73ed78ac21acc0c4db3fb3b403ce2ed9d5b397157e7d1d027d39c16,31,01626,01656,1,"{""AudioLDM 2 Large"": 31}",
data/train-00070-of-00210.parquet,19251624,e2b0c620906c68c64810b78ab4c14fa65dd0251d4a6973754616aa53fecf5fc2,31,01657,01687,1,"{""AudioLDM 2 Large"": 31}",
data/train-00071-of-00210.parquet,19312202,669249a0d29601d827a7fe748eed34c8a0ff23e625b786c51c64ac892b11393c,31,01688,01718,1,"{""AudioLDM 2 Large"": 31}",
data/train-00072-of-00210.parquet,19200896,8a3274f8f7bf50e07ca9703aaa1efc61bc62e1c5414933cd963b1421b3ee8183,31,01719,01749,1,"{""AudioLDM 2 Large"": 31}",
data/train-00073-of-00210.parquet,19280490,0ba2f074ca7d0c65c4bc63965f5e4bcb4b42240a5d42409ec0dd481bdee1e5e3,31,01750,01780,1,"{""AudioLDM 2 Large"": 31}",
data/train-00074-of-00210.parquet,19205813,fe4d3e32bb605b772fb34d188ae0fa4abed2db47c8bf39d5e9265d0943003a39,31,01781,01811,1,"{""AudioLDM 2 Large"": 31}",
data/train-00075-of-00210.parquet,19286787,7fcd3e7a607b1d3082f9406b514e07f0ffec531267223e94ceca13086738f093,31,01812,01842,1,"{""AudioLDM 2 Large"": 31}",
data/train-00076-of-00210.parquet,19277764,963f113fcc4e99d19ccc1f4fb5b8ab818c8bf0028e7c711463e103400e6324ce,31,01843,01873,1,"{""AudioLDM 2 Large"": 31}",
data/train-00077-of-00210.parquet,19341313,8f897e61b84b7de292dbc37837fe01c303356c9f4636cd3709b0bd029a540938,31,01874,01904,1,"{""AudioLDM 2 Large"": 31}",
data/train-00078-of-00210.parquet,19070924,da1e3f6437364e900a3b2262925d67f32db884ad05d48322bd5c62a1ce1c1c2b,31,01905,01935,1,"{""AudioLDM 2 Large"": 31}",
data/train-00079-of-00210.parquet,19198797,43a0a305f8b94fafaf73134cc3f6e71b41bdf6c1235d4c457c0677c8cf2ea19b,31,01936,01966,1,"{""AudioLDM 2 Large"": 31}",
data/train-00080-of-00210.parquet,19178171,153397693ff9166e8d47b77d9b29e9227cadd6bddcac8eb09a9b08a28df435bd,31,01967,01997,1,"{""AudioLDM 2 Large"": 31}",
data/train-00081-of-00210.parquet,1050915149,d051b6293ad8916d19598a72400069de1d905d841e6ac4d6d751b2f83fdb0fe6,31,01998,05082,3,"{""AudioLDM 2 Large"": 3, ""MTG-Jamendo"": 15, ""Suno v3"": 13}",
data/train-00082-of-00210.parquet,362582019,09b11fa4d2ecbd0dacefbbda0f7ff852f2cbb9a27dc89185ba709cfc734673fe,31,05083,04921,2,"{""Suno v3"": 10, ""Udio"": 21}",
data/train-00083-of-00210.parquet,195341690,5054d11a9c3aed7f3de9c4fd79d9c49c71cd318097bbdb1c27c593366ce85934,31,04922,04952,1,"{""Udio"": 31}",
data/train-00084-of-00210.parquet,195348249,1e029f40a103892ed0ac16a5abff46dca00ce9cb883ec26f9dd340b67d36685e,31,04953,04983,1,"{""Udio"": 31}",
data/train-00085-of-00210.parquet,115788649,af89c5ec87aac50746edd4a4ac005dae382c284aa01d35e043fb610da455e190,31,04984,02014,2,"{""AudioLDM 2 Music"": 14, ""Udio"": 17}",
data/train-00086-of-00210.parquet,19171025,82462d5034d5871977bd0bceeaa3e708b5133d2be7f016a830e6bf93fb1306ec,31,02015,02045,1,"{""AudioLDM 2 Music"": 31}",
data/train-00087-of-00210.parquet,19162077,f221da55bcd8cf6c087ba7139ce34f74700c24be31d99f4e6ec4c5ca268711c7,31,02046,02076,1,"{""AudioLDM 2 Music"": 31}",
data/train-00088-of-00210.parquet,19035432,bf0ff8a138d246f15fb16eb2fc6278b232deda07003a681c029966210f964830,31,02077,02107,1,"{""AudioLDM 2 Music"": 31}",
data/train-00089-of-00210.parquet,19071751,fa2974d12df848ad15568100234ec8f4e992bcc728a90447075589ad19cf8676,31,02108,02138,1,"{""AudioLDM 2 Music"": 31}",
data/train-00090-of-00210.parquet,19145729,de409586aca30e776334fd1e0d4f90ae070ae29084e3aec949cfb9178f6c11c9,31,02139,02169,1,"{""AudioLDM 2 Music"": 31}",
data/train-00091-of-00210.parquet,19051339,25cc072e5ca1239ba6c844b67156fa78e86e61d59970cc4dfb5b934ca63b1f73,31,02170,02200,1,"{""AudioLDM 2 Music"": 31}",
data/train-00092-of-00210.parquet,19078541,4c11ab7bc3bfd32a04685ba107e654e7a89bbcb093583f0a4dfb367fa18eeb52,31,02201,02231,1,"{""AudioLDM 2 Music"": 31}",
data/train-00093-of-00210.parquet,19040920,f8e44392a8ee72d577bb58f291703f705952c56f4d773b4f359537037208f8ca,31,02232,02262,1,"{""AudioLDM 2 Music"": 31}",
data/train-00094-of-00210.parquet,18959830,2787803455ec0248d74d951ef33f224fb18df01b8c38f7936f958b6f00cfa819,31,02263,02293,1,"{""AudioLDM 2 Music"": 31}",
data/train-00095-of-00210.parquet,18900187,bc73302b5c3549abae7f6b48c24573650a591905a2f3e8d2af1f8b96426dabf4,31,02294,02324,1,"{""AudioLDM 2 Music"": 31}",
data/train-00096-of-00210.parquet,18994832,e749b954214df1995b7a8e0df4b60e1286754d595388d6f5435b45b14d49425e,31,02325,02355,1,"{""AudioLDM 2 Music"": 31}",
data/train-00097-of-00210.parquet,18929457,d92a878998c9e2cca28f35b629f338f53a93a1f1c5959a4782238323d85c1395,31,02356,02386,1,"{""AudioLDM 2 Music"": 31}",
data/train-00098-of-00210.parquet,19112097,382d6a9b438f1a44a8719617acebe8289c1b985458a4e62c41998bab276c20af,31,02387,02417,1,"{""AudioLDM 2 Music"": 31}",
data/train-00099-of-00210.parquet,19172577,6ced5a2842e8492ec6ccc13423141ce32a916b47e7b886cee6425c01b51e4a63,31,02418,02448,1,"{""AudioLDM 2 Music"": 31}",
data/train-00100-of-00210.parquet,18990086,e6e3f886dd72361a95d6797e55e7bccf0a1ad1fa6b985c394afc547050005cfc,31,02449,02479,1,"{""AudioLDM 2 Music"": 31}",
data/train-00101-of-00210.parquet,395637047,270f7156d8bd9f30ebdc1a02ba8f7cb249945cc724da2e14f3a25b14d3096dbf,31,02480,06070,2,"{""AudioLDM 2 Music"": 21, ""MTG-Jamendo"": 10}",
data/train-00102-of-00210.parquet,689751466,ca0294228aa649b12de55dcd8e038eb483eae6979a98fcfa34d2677ebe7cddf8,31,06071,02503,3,"{""MTG-Jamendo"": 5, ""Riffusion"": 3, ""Suno v3"": 23}",
data/train-00103-of-00210.parquet,27977812,43470296f593009880391ad5ad589beaa051e332d1e531f3927e87164fc53ed1,31,02504,02534,1,"{""Riffusion"": 31}",
data/train-00104-of-00210.parquet,27977574,214a1616889581739218ce34673e038b77d09dba241c8700aecfc829cf0f9640,31,02535,02565,1,"{""Riffusion"": 31}",
data/train-00105-of-00210.parquet,27977526,687160254edce59c8e461ef94f35508f7380143d720c160cd48adc19677a1fcd,31,02566,02596,1,"{""Riffusion"": 31}",
data/train-00106-of-00210.parquet,27977491,ba243089708effcd5ce90a106d6df2165d0d127c1f59ffc196c5540c98d1a795,31,02597,02627,1,"{""Riffusion"": 31}",
data/train-00107-of-00210.parquet,27977759,565ad6909c40b9227f4c5f6dba22e6caa4e22e232b48f73e041a440d6fecb4e0,31,02628,02658,1,"{""Riffusion"": 31}",
data/train-00108-of-00210.parquet,27977819,5ae1db822c071e8cb20abf1297b03b01964f0b85e6f5468878e3ebf7d4dc4779,31,02659,02689,1,"{""Riffusion"": 31}",
data/train-00109-of-00210.parquet,27977715,ae58f45eae83fee0664c6be9a9f823e0094b9dccc27859442a8170910a335845,31,02690,02720,1,"{""Riffusion"": 31}",
data/train-00110-of-00210.parquet,27977348,877026cfe673d7797d3cfdf7c026e513f580d7e4c292608dd13908568944d5b6,31,02721,02751,1,"{""Riffusion"": 31}",
data/train-00111-of-00210.parquet,27976436,17f40c2fba8ec0bcc49558d09624cb135d152a54e4ef3be474487a922d7da31c,31,02752,02782,1,"{""Riffusion"": 31}",
data/train-00112-of-00210.parquet,27975354,77d8e2d6384415c106be3186b6717286f6c209ce245a3d0f4e07cfbae64f03d0,31,02783,02813,1,"{""Riffusion"": 31}",
data/train-00113-of-00210.parquet,27977025,e1c8802895440c5ced08512ac99a2372f31cd05f5ac919ab96bba6d765893c4b,31,02814,02844,1,"{""Riffusion"": 31}",
data/train-00114-of-00210.parquet,27975876,e64b6aad98325873120a78652ca4237a07ad8cd64e16eaecb203b596cabeaf94,31,02845,02875,1,"{""Riffusion"": 31}",
data/train-00115-of-00210.parquet,27977719,df48b92d449fff434e41fa31cdfad8b7ebb91ef2f99a7114d34d101086cebc06,31,02876,02906,1,"{""Riffusion"": 31}",
data/train-00116-of-00210.parquet,27977582,0a38aa61eaa447becf3bf9abb0151add55343f1aa9765030bcaaa73552147ff2,31,02907,02937,1,"{""Riffusion"": 31}",
data/train-00117-of-00210.parquet,27977406,1fdc587621d8f6c34ef13140ded05defef57c360ab21956bed94b38452f1acbc,31,02938,02968,1,"{""Riffusion"": 31}",
data/train-00118-of-00210.parquet,27977783,3dc57d82180b870f753921f09912192dcfb867104b28e6a87f96c9d3f190c17d,31,02969,02999,1,"{""Riffusion"": 31}",
data/train-00119-of-00210.parquet,704726880,b5396d8c6ea6bf2b394714a66c51b876435092ccb01ec08eab6c3644841cfb68,31,03000,05130,3,"{""MTG-Jamendo"": 15, ""Riffusion"": 1, ""Suno v3"": 15}",
data/train-00120-of-00210.parquet,189687786,949065714e28713b4c7dfcd841a7de332892dbb848ede02505e858152cffae7d,31,05131,03023,2,"{""Mustango"": 23, ""Suno v3"": 8}",
data/train-00121-of-00210.parquet,9682715,73bd40834a418be69471943626ea30eaedf8b3b0c31ebe7936c3bf48cc4418da,31,03024,03054,1,"{""Mustango"": 31}",
data/train-00122-of-00210.parquet,9687705,c8122ebe5980a199bc32f931d36e313da9362fe1704b786b9fba146e9b4a2cbd,31,03055,03085,1,"{""Mustango"": 31}",
data/train-00123-of-00210.parquet,9809179,48258f8b2de71ed30e7a0223880f4dc4371de85554d87fe882dd1693427908cf,31,03086,03116,1,"{""Mustango"": 31}",
data/train-00124-of-00210.parquet,9701629,ac92643f8172da09aa6ca61e7e04346e343dfe545e843799818746079e85a69b,31,03117,03147,1,"{""Mustango"": 31}",
data/train-00125-of-00210.parquet,9895311,a4a966daba7be03fbd30ed6101beea9c641ff95933e2f7fc70dc34b19831b437,31,03148,03178,1,"{""Mustango"": 31}",
data/train-00126-of-00210.parquet,9691528,84548bd9670ee63b78d789dc72eef393549450fcf4af232a8ffb9ac0850323e9,31,03179,03209,1,"{""Mustango"": 31}",
data/train-00127-of-00210.parquet,9537241,d571040d146d62c07077ebf9000b8519218c1c04d870714ca84c3e4dd0fb5a14,31,03210,03240,1,"{""Mustango"": 31}",
data/train-00128-of-00210.parquet,9574342,a0490c10fcefa81fcc0c1cb035b62f45e8d7ef2e2b4e5a8009369f1eda4a9497,31,03241,03271,1,"{""Mustango"": 31}",
data/train-00129-of-00210.parquet,9932386,3177a72a2661f00a15968fb006dd40263163d1a2329a56e135cfab88df6904ba,31,03272,03302,1,"{""Mustango"": 31}",
data/train-00130-of-00210.parquet,9686136,86820d1c9d0c73d94317ccc138a68e9056dfba3d8ee554c3e80db02412e4052f,31,03303,03333,1,"{""Mustango"": 31}",
data/train-00131-of-00210.parquet,9762211,3de4c884c6217effee4139acfdec845e100671cca9d50774d4447e1543ac2a2b,31,03334,03364,1,"{""Mustango"": 31}",
data/train-00132-of-00210.parquet,9827266,ed7cc4f0185aab91e82beb93a99d98d9c841bcd7d192a92c48755a8b62e6013d,31,03365,03395,1,"{""Mustango"": 31}",
data/train-00133-of-00210.parquet,9756687,e6567403c629d80ebea98b897b5cd5973e75c4a50bbbebbda3acfd8da4c3ef5a,31,03396,03426,1,"{""Mustango"": 31}",
data/train-00134-of-00210.parquet,9750930,71e211bb1baf4eee5a1eaf6ea93618122f66ca4c5fdb4d3e6fd7867bec760a3b,31,03427,03457,1,"{""Mustango"": 31}",
data/train-00135-of-00210.parquet,9890624,f4a4f4c64d363cd76c3792e442fec0b3ca70fbeea44685ae514cc4884aad3397,31,03458,03488,1,"{""Mustango"": 31}",
data/train-00136-of-00210.parquet,841183481,a513ea745af582d97dc469c12524e754eda4b594052aa9e5cc66085bca8bc1ee,31,03489,05142,3,"{""MTG-Jamendo"": 15, ""Mustango"": 12, ""Suno v3"": 4}",
data/train-00137-of-00210.parquet,458499032,b03d1a0810ed0e7afec52c475d3ab32e94bdc86d524b1fd49f0cb88dd1b8798a,31,05143,03512,2,"{""Stable Audio v1"": 12, ""Suno v3"": 19}",
data/train-00138-of-00210.parquet,56950078,29cd0c8afc1310b3374867fd6420a317732bbe511d1af32a23bbfcc2415b4b7c,31,03513,03543,1,"{""Stable Audio v1"": 31}",
data/train-00139-of-00210.parquet,57025228,188a101f6e976a72a58e7f45172c4567ac4de40370d93a7948707456b2331ff3,31,03544,03574,1,"{""Stable Audio v1"": 31}",
data/train-00140-of-00210.parquet,56974857,fa73b0d7019ca9806bc36ae23e28a98ac18e786fd331736ff44be51378927a6a,31,03575,03605,1,"{""Stable Audio v1"": 31}",
data/train-00141-of-00210.parquet,56932444,bab32b4483129eab0abc5d7c1a9df9b899566fdcfba65f1c28dbb1922e3ef6ca,31,03606,03636,1,"{""Stable Audio v1"": 31}",
data/train-00142-of-00210.parquet,56913807,e5a26a9ab2c2e29f3e6007d6d1b3f017a135d6593014b5e84521d95d1faa6591,31,03637,03667,1,"{""Stable Audio v1"": 31}",
data/train-00143-of-00210.parquet,57381393,88089f349b2154f28a3b3e64f78fb33c0cc9adf0d5f5ad7ac0efb3e922a4e2b4,31,03668,03698,1,"{""Stable Audio v1"": 31}",
data/train-00144-of-00210.parquet,57521046,5ccf2aefa8ec5050b4b355565929c415156407cf66cdd8e1d508398547dd6587,31,03699,03729,1,"{""Stable Audio v1"": 31}",
data/train-00145-of-00210.parquet,57030025,82c8eb278eb3b2f41a8eb9a7758dc7eb17f428eb4ed4d46756f1f969d1233328,31,03730,03760,1,"{""Stable Audio v1"": 31}",
data/train-00146-of-00210.parquet,57501965,0479af56fd6bf345ddf8d40ebec93ce0e9008fbeef00b6d5d27a0ba38a8e8570,31,03761,03791,1,"{""Stable Audio v1"": 31}",
data/train-00147-of-00210.parquet,56376796,c34dcdf0aba1ad90e9a90d3798af192157960cfa0b8c01900db080df62fd5fc2,31,03792,03822,1,"{""Stable Audio v1"": 31}",
data/train-00148-of-00210.parquet,57430891,f37f84b3fbc696055b7ff95f37d32c2101ad6a471ea69895ffb06c7dc29a6acd,31,03823,03853,1,"{""Stable Audio v1"": 31}",
data/train-00149-of-00210.parquet,56816502,b5a05c93af1716daddf5960137fc270b11360aad2e1617f697931c6ccf80d2c1,31,03854,03884,1,"{""Stable Audio v1"": 31}",
data/train-00150-of-00210.parquet,56712928,1948991f2cd4ec848160fcba71921d9c907015f4f2481523528aa8d4f6821ac6,31,03885,03915,1,"{""Stable Audio v1"": 31}",
