relative_path,file_bytes,extension,file_sha256,derived_type,derived_provider,manifest_status,manifest_row_count_for_path,manifest_candidate_rows,manifest_candidate_original_audio,manifest_row_number,original_audio,generator,type,genre,description,manifest_duration_seconds,path_provider_matches_manifest,path_type_matches_manifest,reference_match_status,reference_fma_track_id,reference_fma_candidate_ids,reference_artist_id,reference_album_id,reference_strict_allowlist,reference_license_category,semantic_pair_group,provider_license_tier,evidence_status,conservative_training_eligibility,training_eligible,signature_status,id3v2_signature,decode_status,ffmpeg_return_code,ffmpeg_wall_timeout,decode_hit_600_second_cap,codec,sample_rate_hz,channels,channel_layout,container_bitrate_kbps,ffmpeg_reported_duration_seconds,decoded_duration_seconds,duration_delta_manifest_minus_decoded,abs_duration_delta_manifest_decoded,decoded_pcm_sha256,decoded_sample_count,peak_abs_normalized,rms_normalized,silent_sample_count,silent_sample_fraction_lt_1e_4,clipped_sample_count,clipped_sample_fraction_ge_0_999,ffmpeg_error_excerpt,issues
ATA/audioldm/A_Lady_In_Red_With_A_Plan_To_Steal_Did_You_Just_Hex_Me_audioldm_ATA_001.mp3,493677,.mp3,fce3851816dea6a76aa7d8ad4555534e460923a62ccb877dcc41c91f74a17d2d,ATA,audioldm,UNIQUE_MATCH,1,865,A Lady In Red With A Plan To Steal - Did You Just Hex Me?,865,A Lady In Red With A Plan To Steal - Did You Just Hex Me?,audioldm,ATA,Rock,"dark cabaret, femme-fatale, theatrical, minor, waltzing, organ, twang, sultry, noir, mischievous",30.72,True,True,EXACT_UNIQUE,74910,74910,15212,13203,True,ALLOW_BY,fma:74910,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,92756da32210dfb407f64501e556e42fc1308b1373c1b5c9b576e9f275bdece9,491552,0.856597900390625,0.18059871304057454,326,0.0006632055204739275,0,0.0,,
ATA/audioldm/Acoustic_Unleashed_Remain_audioldm_ATA_001.mp3,493677,.mp3,b040d6cbd6cb57146ab410d0ad33d4cb65250966d9aac3106f52ff86d32ddb42,ATA,audioldm,UNIQUE_MATCH,1,710,Acoustic Unleashed - Remain,710,Acoustic Unleashed - Remain,audioldm,ATA,Electronic,"electronic, acoustic-guitar, midtempo, driving, uplifting, arpeggiated, melodic, bright, clean, motivational",30.72,True,True,EXACT_UNIQUE,141875,141875,22429,21295,True,ALLOW_BY,fma:141875,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,13d3e0122410ccced55c008c7ecad238c99e1f7cb5cf179612c732f14a4992ea,491552,0.8221435546875,0.12253520545728391,506,0.0010293926176681205,0,0.0,,
ATA/audioldm/Ad_Astra_P_C_III_audioldm_ATA_001.mp3,493677,.mp3,cfe85e25689fc60c6f8b2aa366f34616014471659cc4d978100ecf4754d0930f,ATA,audioldm,UNIQUE_MATCH,1,600,Ad Astra - P C III,600,Ad Astra - P C III,audioldm,ATA,Electronic,"space-ambient, slow-evolving, airy-pads, serene, vast, minimal, floating, meditative, reverb-lush, instrumental",30.72,True,True,EXACT_UNIQUE,111819,111819,19189,17267,True,ALLOW_BY,fma:111819,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,8354dd097a9d26f6b8a35c7f2c2bb9a08bfcdd26217a8182d9f5a94bb208bd2d,491552,0.51983642578125,0.1092589365967544,543,0.0011046644098691492,0,0.0,,
ATA/audioldm/Agora_Malaventura_audioldm_ATA_001.mp3,493677,.mp3,8912c120a660736b90cb7f3e18b29483deed06a4a35c49baad5516e0c4bd952f,ATA,audioldm,UNIQUE_MATCH,1,608,Agora - Malaventura,608,Agora - Malaventura,audioldm,ATA,Pop,"sample-collage, Mediterranean, oud-guitar, dusty-breaks, vinyl-crackle, modal, downtempo, moody, head-nod, cinematic",30.72,True,True,EXACT_UNIQUE,113019,113019,5673,17420,False,OUTSIDE_STRICT_ALLOWLIST,fma:113019,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,df8650e267b4ab6867a802e0989827bd357f6c963ccc675e415f8ef012f34e16,491552,0.758758544921875,0.05042470455056208,2069,0.0042091172449710305,0,0.0,,
ATA/audioldm/All_of_Us_Eric_Skiff_audioldm_ATA_001.mp3,493677,.mp3,506dd5bfc531e07f03887411a4d927246acb745ecd1241ad09abbedec84d0e6b,ATA,audioldm,UNIQUE_MATCH,1,826,All of Us - Eric Skiff,826,All of Us - Eric Skiff,audioldm,ATA,Electronic,"chiptune, uplifting, anthemic, bright, arpeggios, driving, optimistic, catchy, crisp, instrumental",30.72,True,True,EXACT_UNIQUE,47071,47071,10779,9016,True,ALLOW_BY,fma:47071,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,ba7da13c649a7985300ad107770453a474f92b5d19fe56da1784cd4a64fabe0e,491552,0.60308837890625,0.1028404234887775,926,0.0018838291777879045,0,0.0,,
ATA/audioldm/Ancient_Whispers_I_P_C_III_audioldm_ATA_001.mp3,493677,.mp3,5fa8f4f3257ad8730281303a493945131b047f245a1394660c48f6c9433ddca1,ATA,audioldm,UNIQUE_MATCH,1,601,Ancient Whispers I - P C III,601,Ancient Whispers I - P C III,audioldm,ATA,Electronic,"space-ambient, slow, cavernous, airy, ethereal, drones, meditative, vast, shimmering, cinematic",30.72,True,True,EXACT_UNIQUE,111821,111821,19189,17267,True,ALLOW_BY,fma:111821,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,c6d546a7b8bd61686f104fbdf18951c47e7c6392201186ef22e05d3941140661,491552,0.431304931640625,0.09084556493853863,557,0.0011331456285398086,0,0.0,,
ATA/audioldm/And_Over_The_Rainbows_milky-chu_audioldm_ATA_001.mp3,493677,.mp3,0195d0889855c122c93f6dab176a9c5fea9b26ae8a8a6a042c208f7cc2d0b638,ATA,audioldm,UNIQUE_MATCH,1,720,And Over The Rainbows - milky-chu,720,And Over The Rainbows - milky-chu,audioldm,ATA,Electronic,"chiptune, cheerful, 8-bit, sparkling, melodic, upbeat, whimsical, bright, nostalgic, bouncy",30.72,True,True,EXACT_UNIQUE,144723,144723,23056,21611,True,ALLOW_BY,fma:144723,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,b9e71359b3cc8852e0996238272afd97836aeac29a0adcb9c4f972fcd16cfc10,491552,0.905487060546875,0.17258166024934013,343,0.0006977898574311569,0,0.0,,
ATA/audioldm/Apparitions_Under_Glass_Sarin_audioldm_ATA_001.mp3,493677,.mp3,38cc8a94bbd8582aa35578b5c71aa1f0e4159f3821de2a62e109e7eff8bd72ee,ATA,audioldm,UNIQUE_MATCH,1,619,Apparitions Under Glass - Sarin,619,Apparitions Under Glass - Sarin,audioldm,ATA,Rock,"industrial-techno, metallic, distorted-kicks, cold, ominous, mechanical, hypnotic, minor, claustrophobic, relentless",30.72,True,True,EXACT_UNIQUE,113526,113526,9856,17496,False,OUTSIDE_STRICT_ALLOWLIST,fma:113526,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,b991570431320040615e72647f916c480073c93e3787f154dd557ac2e01c2c4f,491552,0.561279296875,0.13955572471047706,385,0.0007832335134431352,0,0.0,,
ATA/audioldm/Aquamarine_My_Distant_Blue_Nihilore_audioldm_ATA_001.mp3,493677,.mp3,3257ad44923ddc5f78c8fb048e36aebc4d9740de0d03d0d81dbc53d42345d086,ATA,audioldm,UNIQUE_MATCH,1,685,"Aquamarine, My Distant Blue - Nihilore",685,"Aquamarine, My Distant Blue - Nihilore",audioldm,ATA,Electronic,"cinematic, orchestral, swelling, minor, emotive, spacious, aqueous, shimmering, melancholic, evolving",30.72,True,True,EXACT_AMBIGUOUS,,134150;140002,,,,,unresolved:ad38755a81a8eb9b,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,1eccb1e17802aab98cc68d715870eede81f9f6d95bff59634760712f9f8052c0,491552,0.61273193359375,0.09846685233892208,519,0.0010558394635765901,0,0.0,,
ATA/audioldm/Artificial_anxiety_Michett_audioldm_ATA_001.mp3,493677,.mp3,3a37bae3cccb6d00987c8874520315a3c562150645a37b7d60995f51c4f187dc,ATA,audioldm,UNIQUE_MATCH,1,667,Artificial anxiety - Michett,667,Artificial anxiety - Michett,audioldm,ATA,Electronic,"idm, glitchy, tense, minor-key, granular, syncopated, percussive, evolving, cinematic, digital",30.72,True,True,EXACT_UNIQUE,130129,130129,21456,19605,True,ALLOW_BY,fma:130129,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,80f902c1fdbc0bf6b633db7e296374d285e15de722f269ecc7d0b238c2b662f6,491552,0.947418212890625,0.17442019137522974,1484,0.003019009179089903,0,0.0,,
ATA/audioldm/As_Nihilism_Gives_Way_To_Existentialism_Nihilore_audioldm_ATA_001.mp3,493677,.mp3,857290c51ee493d3d1a77ee43802bd2643eb015b203e213fba46578f93fdae75,ATA,audioldm,UNIQUE_MATCH,1,684,As Nihilism Gives Way To Existentialism - Nihilore,684,As Nihilism Gives Way To Existentialism - Nihilore,audioldm,ATA,Electronic,"cinematic-post-rock, swelling-pads, dramatic-build, minor, emotive, epic, driving-percussion, spacious, hopeful-turn, instrumental",30.72,True,True,EXACT_AMBIGUOUS,,134148;140000,,,,,unresolved:661c01a453e870be,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,0546824c0b479646d6fd60c14cfb819be317e3199d817fd17ab19e6c4e92dca1,491552,0.747650146484375,0.14133487369125322,413,0.0008401959507844542,0,0.0,,
ATA/audioldm/Attention_Pete_Prodoehl_audioldm_ATA_001.mp3,493677,.mp3,256a5e578a8762254574965fe13157e908eaa2a2b1c9de807a782b90fe9f9221,ATA,audioldm,UNIQUE_MATCH,1,634,Attention - Pete Prodoehl,634,Attention - Pete Prodoehl,audioldm,ATA,Rock,"instrumental, indie, clean-guitar, gentle, midtempo, reflective, wintery, airy, melodic, intimate",30.72,True,True,EXACT_UNIQUE,118048,118048,19949,18108,True,ALLOW_BY,fma:118048,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,84e36f1c7c3aba3b57a00c45e78b0ac10ebf835902b7a009e7fe3d68d2727879,491552,0.64959716796875,0.062754699852075,1389,0.002825743766681857,0,0.0,,
ATA/audioldm/Authenticity_Nihilore_audioldm_ATA_001.mp3,493677,.mp3,7e80919c20e651f3bc24f2f1f5df19960c05c6d230145dce0b1755dcad4c7ca1,ATA,audioldm,UNIQUE_MATCH,1,705,Authenticity - Nihilore,705,Authenticity - Nihilore,audioldm,ATA,Electronic,"cinematic, emotive, strings, pulses, evolving, minor, expansive, dramatic, hopeful, atmospheric",30.72,True,True,EXACT_UNIQUE,140924,140924,21691,21199,True,ALLOW_BY,fma:140924,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,5c81dcce7420048d4add45ba7a02e85e37fc0a8f25e93a4ecd42f3f798b50a96,491552,0.64556884765625,0.1294457185482631,384,0.0007811991406809453,0,0.0,,
ATA/audioldm/Autobahn_S-B-J_audioldm_ATA_001.mp3,493677,.mp3,02ecc7dddb07b5643116440eb0ba00c921fc2e76f9c50a7ae597d59023a5ed6b,ATA,audioldm,UNIQUE_MATCH,1,698,Autobahn - S-B-J,698,Autobahn - S-B-J,audioldm,ATA,Electronic,"techno, motorik, analog, monotone, cruising, uplifting, 4/4, stabs, warehouse, energetic",30.72,True,True,EXACT_UNIQUE,137049,137049,22121,20581,True,ALLOW_BY,fma:137049,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,28776e79963323b125d2d8a123c4d2d674759530ddbdf678763e7d9e77164c9a,491552,0.875762939453125,0.14550963379413853,1105,0.0022479819022199077,0,0.0,,
ATA/audioldm/Autopsy_Oh_Yeah_the_Future_audioldm_ATA_001.mp3,493677,.mp3,bd03d527d50c7909efd0425e139727b27a3e83ad561b67a23c647bf96de420a5,ATA,audioldm,UNIQUE_MATCH,1,649,"Autopsy - Oh Yeah, the Future",649,"Autopsy - Oh Yeah, the Future",audioldm,ATA,Pop,"indie-rock, minor, distorted-guitars, moody, male-vocal, midtempo, reverb, tension, dramatic, brooding",30.72,True,True,EXACT_UNIQUE,127294,127294,21081,19245,True,ALLOW_BY,fma:127294,OPEN_MODEL_FAMILY_EXACT_REVISION_UNVERIFIED,CONDITIONAL_MODEL_VERSION_AND_OUTPUT_LINEAGE_NOT_PROVEN,CONDITIONAL_HOLD,False,MP3_FRAMES_VALIDATED,True,OK,0,False,False,mp3,16000,1,mono,128,30.72,30.722,-0.0020000000000024443,0.0020000000000024443,a4b02549f810cdab128414da422aab2d149d2379d350856e2d0a0c3ddb25dd66,491552,0.833953857421875,0.18085745833151806,302,0.0006143805741813684,0,0.0,,
